Cocktail Name,Glass,strIBA,Ingredients,Instructions,floral,citrus,herbaceous,fruity,spicy,sweet,bitter,combined,flavors
La Madrugada,Coupe,,"barsol perfecto amor (aperitif wine), lemon juice, luxardo amaro abano, luxardo maraschino liqueur",Combine all ingredients in a mixing glass and add ice. Shake well and double strain and serve into a coupe.,0,1,0,0,0,0,0,"barsol perfecto amor (aperitif wine), lemon juice, luxardo amaro abano, luxardo maraschino liqueur,citrus",",citrus"
La Maracuja,,,"ypioca brasilizar cachaca prata reserva especial, fresh passion fruit, condense milk, brown sugar syrup (2:1)",Add all ingredients to blender and blend throughly. Double strain into a glass with cracked ice garnish with a mint sprig and fresh grated nutmeg.,0,0,0,0,0,1,0,"ypioca brasilizar cachaca prata reserva especial, fresh passion fruit, condense milk, brown sugar syrup (2:1),sweet",",sweet"
La Nueva Moda (The New Fashion),Rocks Glass,,"chinaco anejo tequila, mezcal, luxardo maraschino liqueur, 2 drops agave nectar, 3 dash fee brothers aztec chocolate bitters, 2 cubes sugar","In rocks glass, make an emulsion by using a glass muddler (wood muddlers absorb the ingredients too much). Place sugar cubes in glass. Add mezcal onto the cubes. Add bitters, onto cubes. Add drops of agave nectar, onto cubes. Add Luxardo, onto cubes. Muddle well to make a ""syrup"" paying attention the blending of all ingredients. 
Take the long orange peel and twist all the essential oils into glass. Leave peel in glass. 
Place Gläce Luxury Ice G-Cubed in glass. Rotate Gläce G-Cubed so that it becomes coated and chills the ""syrup"" swirl around the inside of glass. Pour the Anejo Tequila over Gläce G-Cubed. Stir with glass swizzle. Garnish with 3 Luxardo Cherries, speared.",0,0,0,0,0,1,1,"chinaco anejo tequila, mezcal, luxardo maraschino liqueur, 2 drops agave nectar, 3 dash fee brothers aztec chocolate bitters, 2 cubes sugar,sweet,bitter",",sweet,bitter"
Last Samurai,Cocktail Glass,,"vodka, gin, luxardo maraschino liqueur, cointreau",Shake. Serve up. Garnish with lime wheel.,0,0,0,0,0,0,0,"vodka, gin, luxardo maraschino liqueur, cointreau",
Last Word,Cocktail Glass,,"luxardo maraschino liqueur, junipero gin, green chartreuse, fresh lime juice",Shake all ingredients with ice then strain into a chilled cocktail glass.,0,1,0,0,0,0,0,"luxardo maraschino liqueur, junipero gin, green chartreuse, fresh lime juice,citrus",",citrus"
Le Femme Nikita,Rocks Glass,,"nikka whisky taketsuru pure malt 12 yo, rich cane syrup, 2 dash bittermens xocolatl mole bitters, 2 dash cinnamon bitters",Build in rocks glass. Use cylinder ice cube.,0,0,0,0,0,0,1,"nikka whisky taketsuru pure malt 12 yo, rich cane syrup, 2 dash bittermens xocolatl mole bitters, 2 dash cinnamon bitters,bitter",",bitter"
Le Sang et Sable,Stemmed Cordial Glass,,"h by hine, dubonnet rouge, cherry herring, blood orange juice, lemon juice",Add all ingredients to a shaker and fill with ice. Shake vigorously and strain into chilled stemmed cordial glass. Garnish with cocktail cherry and lemon twist.,0,1,0,1,0,0,0,"h by hine, dubonnet rouge, cherry herring, blood orange juice, lemon juice,citrus,fruity",",citrus,fruity"
Lemon Drop,Cocktail glass,,"absolut vodka,cointreau,lemon",Shake and strain into a chilled cocktail glass rimmed with sugar.,0,1,0,0,0,0,0,"absolut vodka,cointreau,lemon,citrus",",citrus"
Little Ground Tapper,Old Fashioned Glass,,"h by hine, small hand foods pineapple gum syrup, 1 bsp luxardo maraschino liqueur, 2 dash angostura bitters",Build in an old fashioned glass over ice. Garnish with orange peel.,0,0,0,1,0,0,1,"h by hine, small hand foods pineapple gum syrup, 1 bsp luxardo maraschino liqueur, 2 dash angostura bitters,fruity,bitter",",fruity,bitter"
Local Edition Punch,,,"12 bottles h by hine, 4 bottles luxardo apricot liqueur, 1 bottle king's ginger liqueur, 1 bottle luxardo aperitivo, 4 bottles lemon juice",Combine all ingredients in a punch bowl. Mix well.,0,1,0,1,0,0,0,"12 bottles h by hine, 4 bottles luxardo apricot liqueur, 1 bottle king's ginger liqueur, 1 bottle luxardo aperitivo, 4 bottles lemon juice,citrus,fruity",",citrus,fruity"
Lonesome George,Wine Glass,,"apricot-infused h by hine, napoleon amontillado, mandarine napoléon, lazzaroni amaro",Stir with Ice and strain into a small wine glass.,0,0,0,1,0,0,0,"apricot-infused h by hine, napoleon amontillado, mandarine napoléon, lazzaroni amaro,fruity",",fruity"
Long Division,Champagne Flute,,"tequila, luxardo maraschino liqueur, aperol, lime juice",Shake. Serve up. Top with sparkling rose. Garnish with lime peel.,0,1,0,0,0,0,0,"tequila, luxardo maraschino liqueur, aperol, lime juice,citrus",",citrus"
Long Island Limoncello Martini,,,"hangar 1 buddha's hand citron vodka, luxardo limoncello, fresh lemon juice, monin cane syrup",Served up and finished with a lemon wheel.,0,1,0,0,0,0,0,"hangar 1 buddha's hand citron vodka, luxardo limoncello, fresh lemon juice, monin cane syrup,citrus",",citrus"
Lost at Sea,Collins,,"king's ginger liqueur, lime juice, cane sugar syrup, club soda","Muddle basil in mixing glass, add all ingredients except club soda. Shake and strain into a collins glass, top with club soda.  Top with crushed ice and garnish with a basil sprig.",0,1,0,0,0,1,0,"king's ginger liqueur, lime juice, cane sugar syrup, club soda,citrus,sweet",",citrus,sweet"
Lovage In The Garden,Rocks Glass,,"hophead vodka, 3  sun gold cherry tomatoes, 4  lovage leaves, lime juice, agave syrup (1:1 agave to water), luxardo aperitivo, 1 pinch hepps ghost pepper salt",Muddle everything in a tin except Hophead. Then add Hophead and ice and shake and strain into a rocks glass with ice and garnish with a lovage sprig.,0,1,0,1,0,1,0,"hophead vodka, 3  sun gold cherry tomatoes, 4  lovage leaves, lime juice, agave syrup (1:1 agave to water), luxardo aperitivo, 1 pinch hepps ghost pepper salt,citrus,fruity,sweet",",citrus,fruity,sweet"
Lux Cherry Sparkler,Champagne Flute,,"luxardo sangue morlacco cherry liqueur, prosecco","Add the Cherry Liqueur to a flute, top with Prosecco, and garnish with a Luxardo Maraschino Cherry.",1,0,0,1,0,0,0,"luxardo sangue morlacco cherry liqueur, prosecco,floral,fruity",",floral,fruity"
Lux Japanese Lemonade,Copita Glass,,"no.3 london dry gin, jummai ginjo sake, luxardo limoncello, dill cordial, meyer lemon juice, yuzu juice, fresh egg white","Dry Shake, add ice and shake for 10 seconds. Double strain into a Copita Glass. Garnish with Dill.",0,1,0,0,0,0,0,"no.3 london dry gin, jummai ginjo sake, luxardo limoncello, dill cordial, meyer lemon juice, yuzu juice, fresh egg white,citrus",",citrus"
Lux Orchard Lemonade,,,"luxardo maraschino liqueur, junipero gin, monin apple puree, lemon juice, 1 dash fennel bitters",Add all ingredients in a mixing glass with fresh ice. Shake vigorously and strain over fresh ice. Garnish with Luxardo Cherry.,0,1,1,1,0,0,1,"luxardo maraschino liqueur, junipero gin, monin apple puree, lemon juice, 1 dash fennel bitters,citrus,herbaceous,fruity,bitter",",citrus,herbaceous,fruity,bitter"
Lux Shandy,Highball Glass,,"luxardo aperitivo, lemon juice, orange juice, simple syrup,  top anchor california lager",Add all ingredients to a mixing glass. Add ice and integration shake. Pour over fresh ice into a highball and top with California Lager. Garnish with a half orange wheel.,0,1,0,0,0,1,0,"luxardo aperitivo, lemon juice, orange juice, simple syrup,  top anchor california lager,citrus,sweet",",citrus,sweet"
Luxardo Fresco,Wine Glass,,"luxardo maraschino liqueur, 1 strip cucumber, 1 dash lemon juice,  top tonic",Quick stir and garnish with rosemary.,0,1,0,0,0,0,0,"luxardo maraschino liqueur, 1 strip cucumber, 1 dash lemon juice,  top tonic,citrus",",citrus"
Luxardo Ice Cream Float,Lowball Glass,,"luxardo cherry syrup (from jar of cherries), 1 scoop vanilla ice cream,  top soda water","Build syrup and ice cream in a lowball cocktail glass, and top with soda water. Serve with a metal straw, a spoon, and garnish with a Luxardo Maraschino Cherry.",0,0,0,1,0,0,0,"luxardo cherry syrup (from jar of cherries), 1 scoop vanilla ice cream,  top soda water,fruity",",fruity"
Luxardo Maraschino Simple Spritz,,,"luxardo maraschino liqueur, squeeze of lime , italian sparkling water","Build over ice, stir lightly, and garnish with a lime twist and a Luxardo Cherry.",0,1,0,0,0,0,0,"luxardo maraschino liqueur, squeeze of lime , italian sparkling water,citrus",",citrus"
Luxardo Sling,Tumbler,,"luxardo sangue morlacco cherry liqueur, no.3 london dry gin, grapefruit juice, 1 fill soda water","Shake well in a shaker, serve in a tumbler filled with ice. Top with soda water.",0,0,0,1,0,0,0,"luxardo sangue morlacco cherry liqueur, no.3 london dry gin, grapefruit juice, 1 fill soda water,fruity",",fruity"
Luxardo Sour,Old Fashioned Glass,,"luxardo amaretto di saschira, rye whiskey, lemon juice, angostura bitters, 1  egg white",Dry shake all ingredients for 20-30 seconds. Then shake with ice. Double strain over fresh ice in an old fashioned glass. Garnish with wide lemon swath.,0,1,0,0,0,0,1,"luxardo amaretto di saschira, rye whiskey, lemon juice, angostura bitters, 1  egg white,citrus,bitter",",citrus,bitter"
Malibu Twister,Highball glass,,"malibu rum,tropicana,cranberry juice","Add rum & trister then, add cranberry jucie,stir",0,0,0,1,0,0,0,"malibu rum,tropicana,cranberry juice,fruity",",fruity"
Mandrake,Coupe,,"barsol primero quebranta pisco, barsol perfecto amor (aperitif wine), leopold bros. bitter, velvet falernum,   red hawaiian salt","Barrel aged in a used bourbon barrel that previously held a cocktail containing Hine Cognac and Luxardo Bitter.

Stir with ice and strain into a small coupe. Garnish with an orange twist.",0,0,0,0,0,0,1,"barsol primero quebranta pisco, barsol perfecto amor (aperitif wine), leopold bros. bitter, velvet falernum,   red hawaiian salt,bitter",",bitter"
Manhattan,Cocktail glass,Unforgettables,"sweet vermouth,bourbon,angostura bitters,ice,maraschino cherry,orange peel","Stirred over ice, strained into a chilled glass, garnished, and served up.",0,1,0,1,0,0,1,"sweet vermouth,bourbon,angostura bitters,ice,maraschino cherry,orange peel,citrus,fruity,bitter",",citrus,fruity,bitter"
Manhattan,Old Fashioned Glass,,"rye or bourbon whiskey, tempus fugit spirits alessio vermouth di torino, 2 dash tempus fugit abbott's bitters",Stir and strain. Garnish with a Luxardo Maraschino Cherry.,0,0,0,0,0,0,1,"rye or bourbon whiskey, tempus fugit spirits alessio vermouth di torino, 2 dash tempus fugit abbott's bitters,bitter",",bitter"
Maraschino Side Car,,,"luxardo maraschino liqueur, dry curacao, bourbon rye, lemon juice",Add ingredients in a mixing glass with fresh ice. Shake vigorously strain over fresh ice. Garnish with lemon peel to fit in glass and 1 dash of Abbott's Aromatic Bitters. Optional sugar rim.,0,1,0,0,0,0,0,"luxardo maraschino liqueur, dry curacao, bourbon rye, lemon juice,citrus",",citrus"
Marchesa,Old Fashioned Glass,,"luxardo maraschino liqueur, bitter, luxardo sangue morlacco cherry liqueur, bourbon, 2 dash chocolate bitters",Prepare directly in an old fashioned glass.,0,0,0,1,0,0,1,"luxardo maraschino liqueur, bitter, luxardo sangue morlacco cherry liqueur, bourbon, 2 dash chocolate bitters,fruity,bitter",",fruity,bitter"
Maria Canevari Punch,,,"luxardo maraschino liqueur, luxardo apricot liqueur, fresh lemon juice, simple syrup, perfect puree white peach, soda water",Mix all ingredients together.,0,1,0,1,0,1,0,"luxardo maraschino liqueur, luxardo apricot liqueur, fresh lemon juice, simple syrup, perfect puree white peach, soda water,citrus,fruity,sweet",",citrus,fruity,sweet"
Martinez,Coupe,,"old tom gin, tempus fugit alessio vermouth di torino rosso, luxardo maraschino liqueur, 2 dash tempus fugit abbott's bitters","Add all ingredients to a shaker and fill with ice. Shake, and strain into a chilled coupe glass.",0,0,0,0,0,0,1,"old tom gin, tempus fugit alessio vermouth di torino rosso, luxardo maraschino liqueur, 2 dash tempus fugit abbott's bitters,bitter",",bitter"
Martinez,Cocktail Glass,,"old tom gin, tempus fugit alessio vermouth di torino rosso, luxardo maraschino liqueur, 2 dash orange bitters","Combine ingredients in an ice-filled mixing glass and stir for 20 to 30 seconds, or until well chilled. Strain into a chilled cocktail glass and garnish with the lemon peel.",0,1,0,0,0,0,1,"old tom gin, tempus fugit alessio vermouth di torino rosso, luxardo maraschino liqueur, 2 dash orange bitters,citrus,bitter",",citrus,bitter"
Martinez Cocktail,Cocktail glass,,"gin,dry vermouth,triple sec,orange bitters,cherry",Stir all ingredients (except cherry) with ice and strain into a cocktail glass. Top with the cherry and serve.,0,1,0,1,0,0,1,"gin,dry vermouth,triple sec,orange bitters,cherry,citrus,fruity,bitter",",citrus,fruity,bitter"
Martini,Cocktail glass,Unforgettables,"gin,dry vermouth,olive","Straight: Pour all ingredients into mixing glass with ice cubes. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive.",0,0,0,0,0,0,0,"gin,dry vermouth,olive",
Mary Pickford,Cocktail glass,Unforgettables,"light rum,pineapple juice,maraschino liqueur,grenadine,maraschino cherry",Shake and strain into a chilled large cocktail glass,0,0,0,1,0,0,0,"light rum,pineapple juice,maraschino liqueur,grenadine,maraschino cherry,fruity",",fruity"
Masataka's Vision,,,"nikka whisky taketsuru pure malt 12 yo, luxardo amaro abano, 3 dash house-made rasta bitters",Muddle orange twist with sugar. Add ice. Pour ingredients over ice. Add bitters,0,0,0,0,0,0,1,"nikka whisky taketsuru pure malt 12 yo, luxardo amaro abano, 3 dash house-made rasta bitters,bitter",",bitter"
Mauritian Buck,Rocks Glass,,"pink pigeon rum, pressed apple juice,   ginger ale,   absinthe,   lemon zest","Spray a rocks glass with absinthe, build all other ingredients over cubed ice, garnish with a lemon wheel.",0,1,0,1,0,0,0,"pink pigeon rum, pressed apple juice,   ginger ale,   absinthe,   lemon zest,citrus,fruity",",citrus,fruity"
Mauritian Made,Rocks Glass,,"pink pigeon rum, darjeeling simple syrup, lime juice",Garnish: mint and lime wheel,0,1,0,0,0,1,0,"pink pigeon rum, darjeeling simple syrup, lime juice,citrus,sweet",",citrus,sweet"
Mauritius Sour,Coupe,,"pink pigeon rum, hirsch small batch reserve bourbon, angostura bitters, lemon juice, simple syrup","Shake, and fine strain into a chilled coupe, and garnish with a Luxardo Cherry.",0,1,0,0,0,1,1,"pink pigeon rum, hirsch small batch reserve bourbon, angostura bitters, lemon juice, simple syrup,citrus,sweet,bitter",",citrus,sweet,bitter"
Mayahuel's Revenge,Coupe,,"chinaco blanco tequila, vermut vermouth, giffard banane du brésil, 3 dash bittercube jamaican #2 bitters",Stir in a mixing glass to chill down and serve up in a coupe with a lemon zest garnish.,0,0,0,1,0,0,1,"chinaco blanco tequila, vermut vermouth, giffard banane du brésil, 3 dash bittercube jamaican #2 bitters,fruity,bitter",",fruity,bitter"
Mayan Decadence,Bucket,,"chinaco anejo tequila, xtabentun liqueur (honey, anis), 3 dash bittermens xocolatl mole bitters, 3 dash fee brothers aztec chocolate bitters","In a pint glass pour all the ingredients, stir and strain into a bucket glass 3/4 full of ice and garnish with an orange peel.",0,0,0,0,0,1,1,"chinaco anejo tequila, xtabentun liqueur (honey, anis), 3 dash bittermens xocolatl mole bitters, 3 dash fee brothers aztec chocolate bitters,sweet,bitter",",sweet,bitter"
Mayan Mule,,,"king's ginger liqueur, ancho reyes chile liqueur, montelobos mezcal, aviation gin, grapefruit juice, lime juice, 2 dash bittercube bitters jamaican #2, fever-tree ginger beer","Shake all ingredients. Strain and top with ginger beer. Give it a quick stir. 

Tajin ground ginger and salt rim.",0,1,0,1,0,0,1,"king's ginger liqueur, ancho reyes chile liqueur, montelobos mezcal, aviation gin, grapefruit juice, lime juice, 2 dash bittercube bitters jamaican #2, fever-tree ginger beer,citrus,fruity,bitter",",citrus,fruity,bitter"
Mayan Sacrifice Champagne Cocktail,,,"chinaco blanco tequila, d'aristi xtabentun honey liqueur","Fill Chinaco stemmed flute with prosecco, cava or other dry sparkling.
Garnish with Luxardo Cherry pinned inside of lemon peel and rested across rim.
The cherry garnish which will be EVER so delicately laid across the top of the glass, should flame in my opinion. You can dip the in high-proof spirits and light it up!
",0,0,0,0,0,1,0,"chinaco blanco tequila, d'aristi xtabentun honey liqueur,sweet",",sweet"
Mean Martinez,Nick & Nora,,"old tom gin, lustau east india solera, grand poppy liqueur",Stir over ice and strain into a Nick and Nora glass.,0,0,0,0,0,0,0,"old tom gin, lustau east india solera, grand poppy liqueur",
Merry Sherry Cobbler,,,"christmas spirit, oloroso sherry, walnut liqueur, 3 dash regans' orange bitters, 3 dash pear bitters","Mix ingredients together then pour over crushed ice into a Julep tin. Dust with salt, sugar, and cinnamon.",0,1,0,1,0,0,1,"christmas spirit, oloroso sherry, walnut liqueur, 3 dash regans' orange bitters, 3 dash pear bitters,citrus,fruity,bitter",",citrus,fruity,bitter"
Mexican Sazerac,Old Fashioned Glass,,"chinaco reposado tequila, d'aristi xtabentun honey liqueur, 3 dash peychaud's bitters",Ice: Large block or spherical,0,0,0,0,0,1,1,"chinaco reposado tequila, d'aristi xtabentun honey liqueur, 3 dash peychaud's bitters,sweet,bitter",",sweet,bitter"
Mexico Mule,Julep Cup,,"montelobos mezcal, king's ginger liqueur, fresh lime juice, apple cider, monin french raspberry syrup","Chill cup and place a napkin around it. In the base of the cup put everything except the cider and the raspberry syrup and give a brief stir. Add some crushed ice. Stir vigorously. Top with crushed ice. Add cider. Pour raspberry syrup on top. Garnish with cinnamon quill as a stirrer, some small flowers, and a lime wheel.",0,1,0,1,0,0,0,"montelobos mezcal, king's ginger liqueur, fresh lime juice, apple cider, monin french raspberry syrup,citrus,fruity",",citrus,fruity"
Mezcal Witch,Coupe,,"mezcal, lime, strega, simple syrup, 3-4  cucumbers muddled, 3-4  mint leaves, 1 pinch salt","shake/2xstrain/coupe

garnish cucumber slice",0,1,0,0,0,1,0,"mezcal, lime, strega, simple syrup, 3-4  cucumbers muddled, 3-4  mint leaves, 1 pinch salt,citrus,sweet",",citrus,sweet"
Miami Vice,Cocktail glass,,"151 proof rum,pina colada mix,daiquiri mix","First: Mix pina colada with 2.5 oz. of rum with ice(set aside). Second: Mix daiquiri with 2.5 oz. of rum with ice. Third: While frozen, add pina colda mix then daiquiri mix in glass (Making sure they do not get mixed together).",0,0,0,0,0,0,0,"151 proof rum,pina colada mix,daiquiri mix",
Midnight Mint,Cocktail glass,,"bailey's irish cream,white creme de menthe,cream","If available, rim cocktail (Martini) glass with sugar syrup then dip into chocolate flakes or powder. Add ingredients into shaker with ice. Shake well then strain into cocktail glass.",1,0,0,0,0,0,0,"bailey's irish cream,white creme de menthe,cream,floral",",floral"
Mille Miglia,Nick & Nora,,"luxardo maraschino liqueur, luxardo sangue morlacco cherry liqueur, 1  basil leaf, lime juice, 5 dash rose water","Add all ingredients in a mixing glass with fresh ice. Shake vigorously and strain into a Nick & Nora glass. Garnish with lime pinwheel and bing cherry.
",1,1,0,1,0,0,0,"luxardo maraschino liqueur, luxardo sangue morlacco cherry liqueur, 1  basil leaf, lime juice, 5 dash rose water,floral,citrus,fruity",",floral,citrus,fruity"
Mint Garden,,,"chinaco reposado tequila, luxardo triplum (triple sec), fresh grapefruit juice, lemon juice, simple syrup, 4 pieces red bell pepper, mint sprigs","Muddle red pepper and mint. Add all other ingredients. Shake well over ice and strain into a chilled martini glass.
Garnish with red pepper slice and mint sprig.",0,1,0,1,0,1,0,"chinaco reposado tequila, luxardo triplum (triple sec), fresh grapefruit juice, lemon juice, simple syrup, 4 pieces red bell pepper, mint sprigs,citrus,fruity,sweet",",citrus,fruity,sweet"
Mister Gingy,Collins,,"king's ginger liqueur, glenrothes vintage reserve, pineapple gum, lemon juice, 2 dash angostura bitters",Whip / Dump / Crushed,0,1,0,1,0,0,1,"king's ginger liqueur, glenrothes vintage reserve, pineapple gum, lemon juice, 2 dash angostura bitters,citrus,fruity,bitter",",citrus,fruity,bitter"
Miyagikyo Kick,Coupe,,"nikka whisky miyagikyo single malt 12 yo, rare wine co. charleston sercial madeira, fresh lime juice, small hands food orgeat","Combine ingredients into a cocktail shaker. 
Shake with ice vigorously for 10-15 seconds. 
Strain into a chilled coupe glass. No garnish.",0,1,0,0,0,0,0,"nikka whisky miyagikyo single malt 12 yo, rare wine co. charleston sercial madeira, fresh lime juice, small hands food orgeat,citrus",",citrus"
Mojito,Highball glass,Contemporary Classics,"light rum,lime,sugar,mint,soda water",Muddle mint leaves with sugar and lime juice. Add a splash of soda water and fill the glass with cracked ice. Pour the rum and top with soda water. Garnish and serve with straw.,0,1,0,0,0,1,0,"light rum,lime,sugar,mint,soda water,citrus,sweet",",citrus,sweet"
Mojito #3,Collins glass,,"mint,lemon juice,dark rum,club soda,angostura bitters","Put mint with lemon juice in a glas, mash the mint with a spoon, ice, rum & fill up with club soda. Top it with Angostura.",0,1,0,0,0,0,1,"mint,lemon juice,dark rum,club soda,angostura bitters,citrus,bitter",",citrus,bitter"
Monet,Coupe,,"h by hine, benriach madeira 15 yo, lemon juice, briottet creme de banane, small hand foods pineapple gum syrup","Shake, fine strain into a chilled coupe. Garnish with lemon twist.",0,1,0,1,0,0,0,"h by hine, benriach madeira 15 yo, lemon juice, briottet creme de banane, small hand foods pineapple gum syrup,citrus,fruity",",citrus,fruity"
Monkey Gland,,,"no.3 london dry gin, orange juice, grenadine, 1 dash duplais swiss absinthe blanche",Shaken and strained. Orange peel garnish.,0,1,0,0,0,0,0,"no.3 london dry gin, orange juice, grenadine, 1 dash duplais swiss absinthe blanche,citrus",",citrus"
Morlacco Julep,,,"brandy de jerez, luxardo sangue morlacco cherry liqueur, 4 sprigs mint, 1 float luxardo amaretto di saschira","Place the mint in a tumbler glass and muddle briskly to release the essential oils, then add the cherry liqueur and the brandy. Fill up the glass with crushed ice, stir well and serve with a float of Luxardo Amaretto. Garnish with 4 sprigs of mint and 3 Luxardo Cherries.",0,0,0,1,0,0,0,"brandy de jerez, luxardo sangue morlacco cherry liqueur, 4 sprigs mint, 1 float luxardo amaretto di saschira,fruity",",fruity"
Mott and Mulberry,Rocks Glass,,"luxardo amaro abano, old overholt rye, demerara simple syrup (1:1), lemon juice, fuji apple cider",Shaker and strain into a rocks glass with fresh ice. Garnish with an Apple Fan.,0,1,0,1,0,1,0,"luxardo amaro abano, old overholt rye, demerara simple syrup (1:1), lemon juice, fuji apple cider,citrus,fruity,sweet",",citrus,fruity,sweet"
Muddled Mission,Coupe,,"junipero gin, st. germain, yellow chartreuse, lemon juice, 1  strawberry","In a shaker, gently muddle the strawberry. Add the remaining ingredients and shake with ice. Strain into a coupe. Garnish with strawberry.",0,1,0,1,0,0,0,"junipero gin, st. germain, yellow chartreuse, lemon juice, 1  strawberry,citrus,fruity",",citrus,fruity"
Mule Pigeon,Highball Glass,,"pink pigeon rum, 2 dash angostura bitters,  top ginger beer","Add cubed ice to a highball, add 2 dashes of Angostura Bitters, top with ginger beer, garnish with a sprig of basil.",0,0,0,0,0,0,1,"pink pigeon rum, 2 dash angostura bitters,  top ginger beer,bitter",",bitter"
Mystique Green (Adapted),,,"no.3 london dry gin, luxardo triplum (triple sec), elderflower liqueur, fresh lime juice, .5  kiwi",Muddle the kiwi pulp with lime juice in a shaker tin. Add ice and liquors and shake vigorously. Strain into a chilled cocktail glass.,0,1,0,1,0,0,0,"no.3 london dry gin, luxardo triplum (triple sec), elderflower liqueur, fresh lime juice, .5  kiwi,citrus,fruity",",citrus,fruity"
Nara Mule,Highball Glass,,"2  kumquats, 2  lychee, bulleit rye, king's ginger liqueur, fresh lemon juice, simple syrup, egg white, fever tree ginger beer","Muddle the kumquats and lychee in a cocktail shaker. Add the whiskey, King's Ginger, lemon juice, syrup and white egg, and shake very hard. Double strain into a highball glass filled with ice spheres.",0,1,0,0,0,1,0,"2  kumquats, 2  lychee, bulleit rye, king's ginger liqueur, fresh lemon juice, simple syrup, egg white, fever tree ginger beer,citrus,sweet",",citrus,sweet"
Naughty Nikka,Old Fashioned Glass,,"nikka whisky taketsuru pure malt 12 yo, fresh ginger syrup, 1 slice orange slice, 1 dash chinese five spice bitters","Muddle Orange Slice. Add Nikka. Add Ginger Syrup. Stir over Ice. Add bitters. 
",0,1,0,0,0,0,1,"nikka whisky taketsuru pure malt 12 yo, fresh ginger syrup, 1 slice orange slice, 1 dash chinese five spice bitters,citrus,bitter",",citrus,bitter"
Negroni,Old Fashioned Glass,,"no.3 london dry gin, campari, martini & rossi sweet vermouth",Build the cocktail in a mixing glass. Stir for about 15 seconds and then strain over ice into a old fashioned glass.,0,0,0,0,0,0,0,"no.3 london dry gin, campari, martini & rossi sweet vermouth",
Negroni,Rocks Glass,,"no.3 london dry gin, tempus fugit alessio vermouth di torino rosso, luxardo bitter","Pour all ingredients into an ice-filled old-fashioned glass, and stir approximately 20 seconds. Add garnish.",0,0,0,0,0,0,1,"no.3 london dry gin, tempus fugit alessio vermouth di torino rosso, luxardo bitter,bitter",",bitter"
Negroni D'Amore,Old Fashioned Glass,,"old tom gin, barolo chinato, tempus fugit kina l'aero d'or","Combine ingredients in an old fashioned glass filled with ice, stir to combine, and garnish with orange peel.",0,0,0,0,0,0,0,"old tom gin, barolo chinato, tempus fugit kina l'aero d'or",
Negroni Sorbetto,Coupe,,"junipero gin, luxardo bitter, tempus fugit alessio vermouth bianco, dry vermouth, 1 scoop orange sorbet, 2 drops bittermens orange cream citrate",Whisk ingredients in birdie (or tin). Pour into coupe glass and top with Prosecco (1 oz). Garnish with dehydrated orange wheel. Spray orange flower from atomizer.,0,1,0,0,0,0,1,"junipero gin, luxardo bitter, tempus fugit alessio vermouth bianco, dry vermouth, 1 scoop orange sorbet, 2 drops bittermens orange cream citrate,citrus,bitter",",citrus,bitter"
Neighborhood Negroni,Cocktail Glass,,"junipero gin, campari, tempus fugit alessio vermouth di torino rosso",Add all the ingredients to a mixing glass and fill with ice. Stir until well chilled and strain into a chilled cocktail glass. Garnish with a flamed orange twist.,0,0,0,0,0,0,0,"junipero gin, campari, tempus fugit alessio vermouth di torino rosso",
Neko Colada,Tiki Cat Glass,,"miso washed white rhum agricole, cocchi vermouth di torino, falernum, coconut cream, luxardo amaretto di saschira, lime, mandarin orange",Shake and strain into a tiki cat filled with crushed ice.,0,1,0,1,0,0,0,"miso washed white rhum agricole, cocchi vermouth di torino, falernum, coconut cream, luxardo amaretto di saschira, lime, mandarin orange,citrus,fruity",",citrus,fruity"
Nellie Fer' Toddy,Irish Coffee Mug,,"blended scotch, king's ginger liqueur, the genuine curacao liqueur orange, fresh lemon juice,  top hot water, 1 dash peychaud's bitters",Build then pour into a pre-heated Irish coffee glass or mug. Top with hot water. Garnish with the orange slice and add a dash of Peychaud's Bitters.,0,1,0,0,0,0,1,"blended scotch, king's ginger liqueur, the genuine curacao liqueur orange, fresh lemon juice,  top hot water, 1 dash peychaud's bitters,citrus,bitter",",citrus,bitter"
New York Lemonade,Cocktail glass,,"absolut citron,grand marnier,lemon juice,club soda",Serve in a chilled cocktail glass. Lemon and sugar the rim. Stir and Strain.,0,1,0,0,0,0,0,"absolut citron,grand marnier,lemon juice,club soda,citrus",",citrus"
Newton's Theory,Coupe,,"nikka whisky taketsuru pure malt 12 yo, c. drouin pommeau de normandie, luxardo maraschino liqueur, 4 dash black walnut bitters","Combine all ingredients into a mixing glass and add ice. Stir for about 10 seconds and then strain into a chilled cocktail coupe. Garnish with skewered apple spheres and be thankful you're having a cocktail, and not having an apple shot off your head.",0,0,0,0,0,0,1,"nikka whisky taketsuru pure malt 12 yo, c. drouin pommeau de normandie, luxardo maraschino liqueur, 4 dash black walnut bitters,bitter",",bitter"
