Cocktail Name,Glass,strIBA,Ingredients,Instructions,floral,citrus,herbaceous,fruity,spicy,sweet,bitter,popularity
Ginger Pigeon,,,"pink pigeon rum, luxardo aperitivo, simple syrup, lemon juice, 1 float ginger beer, 4 pieces chopped pineapple, 3 pieces ginger root","Muddle pineapple and ginger root, lemon juice and simple syrup, then add Aperitivo and rum, shake well, over ice and top up with Ginger beer.",0,1,0,1,0,1,0,
Glimpse of Seduction,,,"luxardo maraschino liqueur, grapefruit flavored vodka, fresh lemon juice, 1 float pomegranate liqueur, 2 scoop lemon sorbet",Pour the first four ingredients in a blender and blend until smooth. Serve into a champagne saucer. Top with Pomegranate Liqueur float.,0,1,0,1,0,0,0,
Goat Town Swizzle,Collins,,"old potrero straight rye whiskey, luxardo apricot liqueur, luxardo fernet, lemon juice, homemade orgeat, 4 dash angostura bitters, 3 dash fee bros orange bitters","In a collins glass, add ingredients beginning with orgeat and ending with rye. Fill glass half full with minted crushed ice. Begin ""swizzling"" cocktail with stick until cocktail is blended and ice forms on outside of glass. Top with more minted crushed ice and garnish with lemon and mint.",0,1,0,1,0,0,1,
Gold Rush,Coupe,,"3  basil leaves, karlsson's gold vodka, pineapple juice, simple syrup, sweet vermouth, lime juice , egg white, 1 dash angostura bitters","Put basil leaves in mixing glass. Gently muddle the leaves. Add all ingredients except the bitters or ice. Dry shake the cocktail vigorously. Add the ice and shake again vigorously. Double strain into a coupe. Add a few drops of angostura on top, add cracked pepper, slap one single basil leaf on top for garnish.",0,1,0,1,0,1,1,
Gold Spritz,,,"cocchi americano, karlsson's gold vodka, club soda",Combine all ingredients in a glass filled with ice and garnish with an orange twist.,0,0,0,0,0,0,0,
Gran Classico Negroni,,,"tempus fugit gran classico bitter, no.3 london dry gin, tempus fugit alessio vermouth di torino rosso",Strain into an ice filled glass and garnish with an orange twist.,0,0,0,0,0,0,1,
Green and Gold,Martini,,"bottle karlsson's gold vodka, 5 sprigs dill, 2 cloves crushed garlic, 1  lemon peel (white pith removed and julienned), 1 tbsp whole peppercorns","Step one: Infuse the vodka
- Transfer ingredients including of Karlsson's vodka to a canning jar or glass container. Close the container.
- Shake and rotate every few hours. Let infuse for 24 hours total.
- After 24 hours, strain the vodka through a cheesecloth or nutmilk bag.
- Transfer the vodka to a glass bottle. Store in the refrigerator or freezer until use.

Step two: Make the martini
- Stir 2-3 oz, depending on preference, of the infused vodka with ice.
- Strain into a chilled martini glass.
- Add pickled onions and peppers.",0,1,1,0,0,0,0,
Grey Anchor,,,"hophead vodka, lime juice, st. germaine elderflower liqueur, luxardo maraschino liqueur, 5 drops bittercube door county hop bitters","Shake, strain, up, garnish.",0,1,0,0,0,0,1,
Grown-Up Shirley Temple,Highball Glass,,"luxardo cherry syrup (from jar of cherries), fresh lemon juice (optional), soda water","Fill a highball glass with ice, and build the syrup, lemon juice, and soda water. Stir, and garnish with a Luxardo Maraschino Cherry.",0,1,0,1,0,0,0,
Hanky Panky (Classic),,,"no.3 london dry gin, tempus fugit alessio vermouth di torino rosso, 2 dash luxardo fernet",Shake ingredients with ice then strain into a chilled cocktail glass.,0,0,0,0,0,0,0,
Hanny's Hot Apple Toddy,Glass Mug,,"luxardo amaretto di saschira, apple cider,  oz heavy cream,  oz cinnamon","Fill a 10-oz mug with boiling water. When the mug is hot, pour out the water and add the amaretto and cider. Top with a layer of cream. Grate fresh cinnamon on top as a garnish.",0,0,0,1,0,0,0,
Harms' Way,Coupe,,"luxardo bitter bianco, blanco tequila, d.o.m benedictine, 1 dash bittermens xocolatl mole bitters","Pour all liquid ingredients into a mixing glass and stir about 55 times for proper dilution and optimal clarity. Strain into a chilled coupe. Twist fresh lemon peel over cocktail for aroma. Garnish with a simple lemon peel, trimmed neatly.",0,0,0,0,0,0,1,
Heard It Through The Grapevine,Nick & Nora,,"h by hine, graham's 20 year tawny port, tempus fugit kina l'aero d'or, velvet falernum, benedictine",Combine all ingredients and stir. Pour the mixture into a chilled Nick & Nora glass and garnish with the orange zest.,0,0,0,0,0,0,0,
Heart Breaker,Cocktail Glass,,"bonded rye, luxardo amaro abano, punt e mes, 7 dash angostura bitters",Pour all ingredients into a mixing glass with ice. Stir to chill and dilute. Strain into a chilled cocktail glass. Express the oil from the twist over the drink and discard.,0,0,0,0,0,0,1,
Hemingway Daiquiri,Coupe,,"pink pigeon rum, fresh lime juice, fresh grapefruit juice, luxardo maraschino liqueur",Shake with ice in a mixing tin and double strain into a chilled cocktail coupe. Garnish with a grapefruit twist.,0,1,0,1,0,0,0,
Hibiscus Pisco Sour,Coupe,,"barsol primero quebranta pisco, lime juice, hibiscus/rose syrup, 1  egg white","Dry shake, add ice and shake again. Strain into a coupe glass.",1,1,0,0,0,0,0,
Hidarite,,,"nikka coffey grain whiskey, luxardo bitter, tempus fugit alessio vermouth di torino rosso, 2 dash chocolate bitters",Chilled. Serve up or on the rocks.,0,0,0,0,0,0,1,
Hippi Hill,Coupe,,"hophead vodka, king's ginger liqueur, lime juice, cranberry juice","Shake, fine strain into chilled coupe. Garnish with lime wheel.",0,1,0,1,0,0,0,
Holland House,Cocktail Glass,,"genever, luxardo maraschino liqueur, dry vermouth, lemon juice, pineapple gomme syrup",Shake. Serve up. Garnish with lemon peel/pineapple.,0,1,0,1,0,0,0,
Honey Basil Smash,Collins,,"english harbour rum 5 yo, honey, 3  lime wedges, 4  basil leaves,  top ginger ale","In collins glass, gently muddle honey, lime and basil leaves. Add English Harbour rum and ice and stir. Top with ginger ale.",0,1,0,0,0,1,0,
Hophead Dirty Martini,Martini,,"hophead vodka, olive juice, 1 dash dry vermouth",Combine all ingredients into a mixing glass and add ice. Shake and strain into a martini glass. Garnish with an olive.,0,0,0,0,0,0,0,6973
Hophead Old Fashioned,Bucket,,"hophead vodka, simple syrup, 2 dash angostura bitters, 1 dash fee brothers gin barrel aged bitters","Combine all ingredients into a mixing glass and stir until proper dilution. Strain into a chilled bucket glass over a large ice cube and garnish with a dukes lemon and dukes grapefruit zest.
",0,0,0,0,0,1,1,
Hopped-Up Mary,,,"hophead vodka, tomato juice, 1.5 tsp demitri's bloody mary seasoning, fresh lemon juice","Combine all ingredients in a chilled mixing glass, rimmed with sea salt and stir. Add ice. Stir again to mix. Garnish with a cocktail shrimp, lemon zest, fresh ground pepper and a celery stalk.",0,1,0,0,0,0,0,
Hopped-Up Mule,Collins,,"hophead vodka, king's ginger liqueur, lime juice,  top ginger beer","Combine Hophead Vodka, Kings Ginger, and lime juice in a Collins glass and fill with ice. Top with ginger beer. Stir. Garnish with a lime wheel.",0,1,0,0,0,0,0,
Hotaling Seaside Shandy,,,"genevieve gin, 1 bottle lager","Genevieve is Hotaling's interpretation of genever, an ancient and mysterious gin style. The most common way to consume genever has always been straight. If you are planning to set sail for the day, picnic or do something else to enjoy the great outdoors, we recommend throwing a bottle of Genevieve in the freezer the evening before your outing and moving it to the cooler day of. We sip it straight while enjoying a lager. Glassware is dealer's choice, but cordial glasses are elegant and fun.",0,0,0,0,0,0,0,
Hotaling White Manhattan,,,"christmas spirit, tempus fugit alessio vermouth bianco, luxardo triplum (triple sec), 1 dash fee brother's orange bitters",Combine ingredients in a mixing glass and stir with ice. Strain and serve up with an orange twist.,0,1,0,1,0,0,1,6972
Huntsman,Rocks Glass,,"pink pigeon rum, 1 cube brown sugar",Soak brown sugar cube in Angostura and Orange bitters. Muddle soaked sugar cube into a paste in a rocks glass. Pour 2 oz. Pink Pigeon. Add ice and stir. Garnish with an orange peel and Luxardo Cherry.,0,0,0,0,0,1,0,
I'm Only Happy when it Rains,,,"1 1/old potrero straight rye whiskey, 3/hirsh pinot noir reduction, 1/luxardo sangue morlacco cherry liqueur, 3/lemon juice","Shake, double strain into a Burgundy Glass.",0,1,0,1,0,0,0,
Imperial Cocktail,Cocktail glass,,"lime juice,gin,aperol",Shake with ice and strain into cocktail glass.,0,1,0,0,0,0,0,
Improved Calvados Cocktail,Double Rocks Glass,,"c. drouin calvados selection, 1 bsp benedictine, 1 bsp green chartreuse, 1 bsp small hand foods gum syrup, 2 dash angostura bitters","Stir to 35 °F, strain into a double rocks glass over an angled ice wedge. Garnish with orange peel.",0,0,0,0,0,0,1,
Improved Whisky Cocktail,Coupe,,"nikka whisky taketsuru pure malt 12 yo, 1 dash luxardo maraschino liqueur, 1 dash pontarlier anis",Stir and strain into a chilled coupe.,0,0,0,0,0,0,0,
In HINEsight,Old Fashioned Glass,,"h by hine, luxardo bitter, quady muscat wine",Stir and strain into an old fashioned glass. Large ice cube.,0,0,0,0,0,0,1,
International Mistress,Collins,,"amaro nonino quintessentia, lemon juice, mezcal, small hand foods orgeat, soda water","Stir, fine strain into a collins glass over ice. Top with soda. Garnish with grapefruit peel.",0,1,0,0,0,0,0,
IPA Mule,Tin Cup,,"hophead vodka, ginger liqueur, lime juice, pure cane simple syrup, 2 count deschutes fresh squeezed ipa (from tap)","Add all ingredients except beer into shaker tin, shake vigorously for 10 seconds. Add beer in shaker tin then double strain into tin cup. Add mint for garish.",0,1,0,0,0,1,0,
Irish Curdling Cow,Highball glass,,"bailey's irish cream,bourbon,vodka,orange juice","Pour Irish Cream, Vodka, and Bourbon in a glass. Add some ice and mix in the orange juice.",1,1,0,0,0,0,0,
Irish Goodbye,Irish Coffee glass,,"nikka coffey grain whisky, absinthe, hot coffee, 2-homemade irish cream","Combine the coffee and whiskey in a preheated cup. Top with Irish cream and pour the absinthe over the back of a spoon to float. Garnish.
",1,0,0,0,0,0,1,
Iron Fist in a Velvet Glove,Nick & Nora,,"lillet rose, barsol primero quebranta pisco, prata cachaca, velvet falernum",Stir with ice and strain into a Nick & Nora glass. Garnish with a grapefruit twist.,1,0,0,0,0,0,0,
Iron Tonic,Coupe,,"luxardo maraschino liqueur, genepy, luxardo fernet, lime juice, 1 float tonic water","Shake, strain into a chilled coupe, float tonic water.",0,1,0,0,0,0,0,
Italian Margarita,,,"maestro dobel diamante tequila, luxardo amaretto di saschira, fresh lime juice, monin cane syrup",Shaken and served over ice.,0,1,0,0,0,0,0,
Italian Riviera Mojito,Collins,,"coconut rum, funkin passion fruit puree, briottet creme de banane, fresh squeezed lime, 8 leaves mint leaves","Shake & Dump into Collins Glass, Top with Prosecco, cap with crushed ice. Garnish with Mint Sprig. 
",0,1,0,1,0,0,0,6956
Jalapeño Sour,Double Rocks Glass,,"chinaco blanco tequila, green chartreuse, lime juice, pineapple juice, jalapeño syrup, egg white","dryshake/shake/dblrocks

garnish jalapeño slice",0,1,0,1,0,0,0,
Jammie Dodger Fizz,Collins,,"h by hine, tempus fugit creme de noyaux, orgeat, lemon, lime, heavy whipping cream, 1  egg white","Combine all ingredients and shake thoroughly without ice for several minutes. Add ice, shake, and strain into a tall collins glass. Top with soda and garnish with an orange wheel.",0,1,0,0,0,0,0,
Japanese Cocktail,Cocktail Glass,,"h by hine, luxardo orgeat syrup, 3 dash angostura bitters","Fill a mixing glass half full with ice. Add cognac, orgeat, and bitters. Stir well. Strain into chilled cocktail glass. Twist lemon peel over the drink and drop in as a garnish.",0,0,0,0,0,0,1,
Japonais No.3,Highball Glass,,"no.3 london dry gin, king's ginger liqueur, orange juice, 1 dash simple syrup, 2  cucumber slices, muddled, 2  raspberries, muddled","Muddle two cucumber slices, two raspberries and simple syrup in a highball, add ice. Shake gin, ginger liqueur and orange juice with ice. Strain into highball glass.  Garnish with a candied ginger stick.",0,1,0,0,0,1,0,
Jitterbug,Cocktail Glass,,"gin,vodka,grenadine,lime juice,sugar,sugar syrup,soda water","Wet glass, dip rim in sugar. Then add Ice. Then add everything else. It's that simple!",0,1,0,0,0,1,0,
Julia's Child,Cocktail Glass,,"broker's gin, karlsson's gold vodka, celery root puree, fresh lemon juice, simple syrup, 3 dash apple bitters, 1 dash angostura bitters","Add all ingredients to a shaker and shake with ice, then double strain into a cocktail glass. Garnish with a celery leaf.",0,1,0,1,0,1,1,
Juniperotivo,Cocktail Glass,,"junipero gin, simple syrup, lime juice, pomegranate syrup, 4 large mint leaves","In mixing glass, using a spoon, crush 2 mint leaves in the simple syrup, and add gin, lime juice and pomegranate syrup. Pour into ice-filled shaker. Shake well and strain into chilled cocktail glass. Float remaining 2 mint leaves for garnish.",0,1,0,0,0,1,0,
Kanazawa,Cocktail Glass,,"nikka coffey grain whisky, dry vermouth, luxardo amaro abano, 1 bsp luxardo maraschino liqueur, 1 dash angostura bitters","Stir all ingredients until well chilled, and strain into a chilled cocktail glass.
Garnish with an orange peel with oils squeeze over cocktail.",0,0,0,0,0,0,1,
Karlsson's Mule,Copper mug,,"karlsson's gold vodka, lime juice , ginger beer","Add vodka and lime juice to drinking glass, add ice, and top with ginger beer. Garnish with a lime.",0,1,0,0,0,0,0,
Karlsson's Old Fashioned,,,"karlsson's gold vodka, 1 cube brown sugar, 1 splash bitter","Put a brown sugar cube at the bottom of a frosted glass.
Add a splash of bitter and muddle the sugar.
Add Karlsson's Gold Vodka and stir with ice.
Add lemon and orange peels (which you can burn for added flavor).",0,0,0,0,0,1,1,
Karlsson's Winter Punch,,,"bottle karlsson's gold vodka, pomegranate juice, cranberry juice, aperol, simple syrup (equal parts sugar and water), 3  star anise, 5  cloves, 4  allspice berries, 3  cinnamon sticks, orange peel","Toast spices and set aside. Bring cranberry juice to a simmer. Tie the spices and orange peel in cheesecloth and add them to the cranberry juice. Let this simmer for about 30 minutes. Remove the spice sachet and add the other liquid ingredients. Serve warm or chilled with orange wheels as a garnish. (The magic of punches is that you can adjust them to your liking as you make them, so please play around with different juices and proportions.)",0,1,1,1,0,1,0,
Kay Pacha Mi Pacha,Martini,,"barsol supremo moste verde italia pisco, no.3 london dry gin, luxardo maraschino liqueur, lemon juice, 2 dash angostura orange bitters",Shake all ingredients with ice. Double strain into a chilled Martini glass. Garnish with a Luxardo Maraschino cherry.,0,1,0,0,0,0,1,
Kentucky Likker,Old Fashioned Glass,,"hirsch small batch reserve bourbon, luxardo amaro abano, 2 dash orange bitters, 1 splash club soda","Pour the ingredients in an old fashioned glass, then fill up with ice and stir well before serving.",0,1,0,0,0,0,1,
Kentucky Mai Tai,Highball Glass,,"mezcal, bourbon, lemon, peche de vigne, cynar, orgeat, 4 dash angostura bitters","Shake, strain over crushed ice in a highball. Garnish with a mint sprig and a cherry.",0,1,0,0,0,0,1,5761
Kick the Pigeon,Champagne Flute,," oz pink pigeon rum,  oz st. germaine elderflower liqueur,  oz lemon ,  oz vanilla syrup,  oz prosecco",Build and serve in a champagne flute.,1,1,0,0,0,0,0,
Kind of Fancy,Canadian Glencairn Glass,,"h by hine, wild turkey 101 rye, bin 27 port, yellow chartreuse, 2 dash mole bitters",Stir ingredients with ice and strain into Canadian Glencairn glass.,0,0,0,0,0,0,1,
King's Medicine,Coupe,,"king's ginger liqueur, lemon juice, luxardo fernet, benriach curiositas single malt 10 yo","Shake, strain into a chilled coupe. Garnish with lemon twist.",0,1,0,0,0,0,0,
King's Snap the Chocolate Out of You,Rocks Glass,,"king's ginger liqueur, homemade milk chocolate, hazelnut cinnamon syrup,  oz marshmallow whip cream,  oz ginger snaps",Add all ingredients except the whip cream and ginger snap. Shake and double into a rocks glass with no ice. Top with marshmallow whip cream. Garnish with Ginger snap crumbles.,0,0,0,0,0,0,0,
King's Toddy,Mug,,"no.3 london dry gin, lemon juice, king's ginger liqueur, clover honey syrup","Combine ingredients into a hot mug, top with hot water and garnish with a rough orange twist.",0,1,1,0,0,1,0,
Kir,,,"1 part briottet creme de cassis, 4 part chilled dry white wine","Add room temperature Creme de Cassis to the glass first, followed by the wine.",0,0,0,0,0,0,0,6967
Kir Royale,,,"1 part briottet creme de cassis, 4 part chilled dry champagne","Add room temperature Creme de Cassis to the glass first, followed by the Champagne.",0,0,0,0,0,0,0,6967
Kiss,Martini,,"gin, sweet vermouth, dubonnet rouge, luxardo maraschino liqueur","Add all the ingredients to a mixing glass and fill with ice. Stir, and strain into a martini glass. Garnish with an apple slice.",0,0,0,0,0,0,0,
Kiss Of Persuasion,Coupe,,"luxardo maraschino liqueur, honey-pear liqueur, heavy cream,  oz pinch of cardamom,  oz dehydrated pear slice",Pre-mix the liquors together and keep refrigerated. Serve 2 oz. neat into a small coupe glass. Float the fresh cream on top.,0,0,0,1,0,1,0,
Knockemdown Key,,,"english harbour rum, briottet creme de banane, luxardo maraschino liqueur, lime juice, 1 bsp rich simple syrup",Shake and strain into small cocktail glass.,0,1,0,0,0,1,0,
Kumquat Smash,,,"luxardo triplum (triple sec), ypioca brasilizar cachaca prata classica, luxardo sour cherry syrup (previously amarena), 5  kumquats, 1 float mango flavored rum",Muddle the fruit with syrup in a mixing glass. Add ice and shake vigorously. Pour all ingredients(do not strain) in a tumbler glass. Add a float of Mango flavored Rum.,0,0,0,1,0,0,0,
L.E.S. Is More,Highball Glass,,"karlsson's gold vodka, esprit de june, fresh lemon juice, simple syrup","Combine all liquid ingredients in a highball or Collins glass with ice.
Stir lightly and garnish with a lemon twist making sure to release all the essential oils out of the twist. Also make sure to rub the entire rim of the glass with the twist before dropping it into the cocktail.",0,1,0,0,0,1,0,
L'Aviation,Martini,,"no.3 london dry gin, luxardo maraschino liqueur, tempus fugit liqueur de violettes, fresh lemon juice",Place ingredients in a shaker with ice and shake hard for seven seconds. Double strain into a chilled martini glass and garnish with lemon peel.,1,1,0,0,0,0,0,
La Capilla,Double Rocks Glass,,"mezcal, pierre ferrand curaçao, gordy’s cocktail pickle brine, watermelon juice, fresh grapefruit juice, fresh lime juice","Pour ingredients in a shaker tin, add ice and shake well. 

Fine strain the drink into a double rocks glass filled with ice.
 
Balance a small watermelon triangle on top of the glass. Grate fresh lime zest on top using a microplane, and then sprinkle with Maldon salt.",0,1,0,1,0,0,0,
La Chiara,Collins,,"luxardo bitter bianco, barsol primero quebranta pisco, fever-tree indian tonic, 1 dash luxardo maraschino liqueur",Build spirits in a tall glass over clear ice. Top with tonic and garnish with a lemon twist curled into a flower if you're feeling fancy.,0,0,0,0,0,0,1,
La Hops Vie,Martini,,"hophead vodka, fresh lemon juice, fresh grapefruit juice, simple syrup,   gin barrel aged orange bitters,   fresh basil leaves","Combine all ingredients in a shaker and shake until proper dilution. Double strain into a chilled martini or coupe glass and garnish with 2 fresh basil leaves that have been lightly ""spanked"" to release aromatics.",0,1,0,1,0,1,1,
La La Land,Old Fashioned Glass,,"karlsson's gold vodka, aperol, raspberry/white pepper syrup, fresh lemon juice, fresh cucumber juice, 4-5 pc fresh mint, 2 dashes celery bitters","In a mixing glass muddle mint, add all other ingredients and ice, shake, fine strain into a double old fashioned glass over fresh cracked ice. Garnish with cucumber slices and raspberries.",0,1,0,1,0,0,1,
La Madrugada,Coupe,,"barsol perfecto amor (aperitif wine), lemon juice, luxardo amaro abano, luxardo maraschino liqueur",Combine all ingredients in a mixing glass and add ice. Shake well and double strain and serve into a coupe.,0,1,0,0,0,0,0,
La Maracuja,,,"ypioca brasilizar cachaca prata reserva especial, fresh passion fruit, condense milk, brown sugar syrup (2:1)",Add all ingredients to blender and blend throughly. Double strain into a glass with cracked ice garnish with a mint sprig and fresh grated nutmeg.,0,0,0,0,0,1,0,
La Nueva Moda (The New Fashion),Rocks Glass,,"chinaco anejo tequila, mezcal, luxardo maraschino liqueur, 2 drops agave nectar, 3 dash fee brothers aztec chocolate bitters, 2 cubes sugar","In rocks glass, make an emulsion by using a glass muddler (wood muddlers absorb the ingredients too much). Place sugar cubes in glass. Add mezcal onto the cubes. Add bitters, onto cubes. Add drops of agave nectar, onto cubes. Add Luxardo, onto cubes. Muddle well to make a ""syrup"" paying attention the blending of all ingredients. 
Take the long orange peel and twist all the essential oils into glass. Leave peel in glass. 
Place Gläce Luxury Ice G-Cubed in glass. Rotate Gläce G-Cubed so that it becomes coated and chills the ""syrup"" swirl around the inside of glass. Pour the Anejo Tequila over Gläce G-Cubed. Stir with glass swizzle. Garnish with 3 Luxardo Cherries, speared.",0,0,0,0,0,1,1,
Last Samurai,Cocktail Glass,,"vodka, gin, luxardo maraschino liqueur, cointreau",Shake. Serve up. Garnish with lime wheel.,0,0,0,0,0,0,0,
Last Word,Cocktail Glass,,"luxardo maraschino liqueur, junipero gin, green chartreuse, fresh lime juice",Shake all ingredients with ice then strain into a chilled cocktail glass.,0,1,0,0,0,0,0,
Le Femme Nikita,Rocks Glass,,"nikka whisky taketsuru pure malt 12 yo, rich cane syrup, 2 dash bittermens xocolatl mole bitters, 2 dash cinnamon bitters",Build in rocks glass. Use cylinder ice cube.,0,0,0,0,0,0,1,
Le Sang et Sable,Stemmed Cordial Glass,,"h by hine, dubonnet rouge, cherry herring, blood orange juice, lemon juice",Add all ingredients to a shaker and fill with ice. Shake vigorously and strain into chilled stemmed cordial glass. Garnish with cocktail cherry and lemon twist.,0,1,0,1,0,0,0,
Lemon Drop,Cocktail glass,,"absolut vodka,cointreau,lemon",Shake and strain into a chilled cocktail glass rimmed with sugar.,0,1,0,0,0,0,0,6973
Little Ground Tapper,Old Fashioned Glass,,"h by hine, small hand foods pineapple gum syrup, 1 bsp luxardo maraschino liqueur, 2 dash angostura bitters",Build in an old fashioned glass over ice. Garnish with orange peel.,0,0,0,1,0,0,1,
Local Edition Punch,,,"12 bottles h by hine, 4 bottles luxardo apricot liqueur, 1 bottle king's ginger liqueur, 1 bottle luxardo aperitivo, 4 bottles lemon juice",Combine all ingredients in a punch bowl. Mix well.,0,1,0,1,0,0,0,
Lonesome George,Wine Glass,,"apricot-infused h by hine, napoleon amontillado, mandarine napoléon, lazzaroni amaro",Stir with Ice and strain into a small wine glass.,0,0,0,1,0,0,0,
Long Division,Champagne Flute,,"tequila, luxardo maraschino liqueur, aperol, lime juice",Shake. Serve up. Top with sparkling rose. Garnish with lime peel.,0,1,0,0,0,0,0,
Long Island Limoncello Martini,,,"hangar 1 buddha's hand citron vodka, luxardo limoncello, fresh lemon juice, monin cane syrup",Served up and finished with a lemon wheel.,0,1,0,0,0,0,0,6973
Lost at Sea,Collins,,"king's ginger liqueur, lime juice, cane sugar syrup, club soda","Muddle basil in mixing glass, add all ingredients except club soda. Shake and strain into a collins glass, top with club soda.  Top with crushed ice and garnish with a basil sprig.",0,1,0,0,0,1,0,
Lovage In The Garden,Rocks Glass,,"hophead vodka, 3  sun gold cherry tomatoes, 4  lovage leaves, lime juice, agave syrup (1:1 agave to water), luxardo aperitivo, 1 pinch hepps ghost pepper salt",Muddle everything in a tin except Hophead. Then add Hophead and ice and shake and strain into a rocks glass with ice and garnish with a lovage sprig.,0,1,0,1,0,1,0,
Lux Cherry Sparkler,Champagne Flute,,"luxardo sangue morlacco cherry liqueur, prosecco","Add the Cherry Liqueur to a flute, top with Prosecco, and garnish with a Luxardo Maraschino Cherry.",1,0,0,1,0,0,0,
Lux Japanese Lemonade,Copita Glass,,"no.3 london dry gin, jummai ginjo sake, luxardo limoncello, dill cordial, meyer lemon juice, yuzu juice, fresh egg white","Dry Shake, add ice and shake for 10 seconds. Double strain into a Copita Glass. Garnish with Dill.",0,1,0,0,0,0,0,
Lux Orchard Lemonade,,,"luxardo maraschino liqueur, junipero gin, monin apple puree, lemon juice, 1 dash fennel bitters",Add all ingredients in a mixing glass with fresh ice. Shake vigorously and strain over fresh ice. Garnish with Luxardo Cherry.,0,1,1,1,0,0,1,
Lux Shandy,Highball Glass,,"luxardo aperitivo, lemon juice, orange juice, simple syrup,  top anchor california lager",Add all ingredients to a mixing glass. Add ice and integration shake. Pour over fresh ice into a highball and top with California Lager. Garnish with a half orange wheel.,0,1,0,0,0,1,0,
Luxardo Fresco,Wine Glass,,"luxardo maraschino liqueur, 1 strip cucumber, 1 dash lemon juice,  top tonic",Quick stir and garnish with rosemary.,0,1,0,0,0,0,0,
Luxardo Ice Cream Float,Lowball Glass,,"luxardo cherry syrup (from jar of cherries), 1 scoop vanilla ice cream,  top soda water","Build syrup and ice cream in a lowball cocktail glass, and top with soda water. Serve with a metal straw, a spoon, and garnish with a Luxardo Maraschino Cherry.",0,0,0,1,0,0,0,
Luxardo Maraschino Simple Spritz,,,"luxardo maraschino liqueur, squeeze of lime , italian sparkling water","Build over ice, stir lightly, and garnish with a lime twist and a Luxardo Cherry.",0,1,0,0,0,0,0,
Luxardo Sling,Tumbler,,"luxardo sangue morlacco cherry liqueur, no.3 london dry gin, grapefruit juice, 1 fill soda water","Shake well in a shaker, serve in a tumbler filled with ice. Top with soda water.",0,0,0,1,0,0,0,
Luxardo Sour,Old Fashioned Glass,,"luxardo amaretto di saschira, rye whiskey, lemon juice, angostura bitters, 1  egg white",Dry shake all ingredients for 20-30 seconds. Then shake with ice. Double strain over fresh ice in an old fashioned glass. Garnish with wide lemon swath.,0,1,0,0,0,0,1,
Malibu Twister,Highball glass,,"malibu rum,tropicana,cranberry juice","Add rum & trister then, add cranberry jucie,stir",0,0,0,1,0,0,0,
Mandrake,Coupe,,"barsol primero quebranta pisco, barsol perfecto amor (aperitif wine), leopold bros. bitter, velvet falernum,   red hawaiian salt","Barrel aged in a used bourbon barrel that previously held a cocktail containing Hine Cognac and Luxardo Bitter.

Stir with ice and strain into a small coupe. Garnish with an orange twist.",0,0,0,0,0,0,1,
Manhattan,Cocktail glass,Unforgettables,"sweet vermouth,bourbon,angostura bitters,ice,maraschino cherry,orange peel","Stirred over ice, strained into a chilled glass, garnished, and served up.",0,1,0,1,0,0,1,6972
Manhattan,Old Fashioned Glass,,"rye or bourbon whiskey, tempus fugit spirits alessio vermouth di torino, 2 dash tempus fugit abbott's bitters",Stir and strain. Garnish with a Luxardo Maraschino Cherry.,0,0,0,0,0,0,1,6972
Maraschino Side Car,,,"luxardo maraschino liqueur, dry curacao, bourbon rye, lemon juice",Add ingredients in a mixing glass with fresh ice. Shake vigorously strain over fresh ice. Garnish with lemon peel to fit in glass and 1 dash of Abbott's Aromatic Bitters. Optional sugar rim.,0,1,0,0,0,0,0,
Marchesa,Old Fashioned Glass,,"luxardo maraschino liqueur, bitter, luxardo sangue morlacco cherry liqueur, bourbon, 2 dash chocolate bitters",Prepare directly in an old fashioned glass.,0,0,0,1,0,0,1,
Maria Canevari Punch,,,"luxardo maraschino liqueur, luxardo apricot liqueur, fresh lemon juice, simple syrup, perfect puree white peach, soda water",Mix all ingredients together.,0,1,0,1,0,1,0,
Martinez,Coupe,,"old tom gin, tempus fugit alessio vermouth di torino rosso, luxardo maraschino liqueur, 2 dash tempus fugit abbott's bitters","Add all ingredients to a shaker and fill with ice. Shake, and strain into a chilled coupe glass.",0,0,0,0,0,0,1,
Martinez,Cocktail Glass,,"old tom gin, tempus fugit alessio vermouth di torino rosso, luxardo maraschino liqueur, 2 dash orange bitters","Combine ingredients in an ice-filled mixing glass and stir for 20 to 30 seconds, or until well chilled. Strain into a chilled cocktail glass and garnish with the lemon peel.",0,1,0,0,0,0,1,
Martinez Cocktail,Cocktail glass,,"gin,dry vermouth,triple sec,orange bitters,cherry",Stir all ingredients (except cherry) with ice and strain into a cocktail glass. Top with the cherry and serve.,0,1,0,1,0,0,1,
Martini,Cocktail glass,Unforgettables,"gin,dry vermouth,olive","Straight: Pour all ingredients into mixing glass with ice cubes. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive.",0,0,0,0,0,0,0,6973
Mary Pickford,Cocktail glass,Unforgettables,"light rum,pineapple juice,maraschino liqueur,grenadine,maraschino cherry",Shake and strain into a chilled large cocktail glass,0,0,0,1,0,0,0,
Masataka's Vision,,,"nikka whisky taketsuru pure malt 12 yo, luxardo amaro abano, 3 dash house-made rasta bitters",Muddle orange twist with sugar. Add ice. Pour ingredients over ice. Add bitters,0,0,0,0,0,0,1,
