,Cocktail Name,Glass,Ingredients,Instructions,combined,flavors,popularity
326,Mauritian Buck,Rocks Glass,"pink pigeon rum, pressed apple juice,   ginger ale,   absinthe,   lemon zest","Spray a rocks glass with absinthe, build all other ingredients over cubed ice, garnish with a lemon wheel.","pink pigeon rum, pressed apple juice,   ginger ale,   absinthe,   lemon zest,citrus,fruity","citrus, fruity",3.028428899914714
327,Mauritian Made,Rocks Glass,"pink pigeon rum, darjeeling simple syrup, lime juice",Garnish: mint and lime wheel,"pink pigeon rum, darjeeling simple syrup, lime juice,citrus,sweet","citrus, sweet",4.608592875011328
328,Mauritius Sour,Coupe,"pink pigeon rum, hirsch small batch reserve bourbon, angostura bitters, lemon juice, simple syrup","Shake, and fine strain into a chilled coupe, and garnish with a Luxardo Cherry.","pink pigeon rum, hirsch small batch reserve bourbon, angostura bitters, lemon juice, simple syrup,citrus,sweet,bitter","bitter, citrus, sweet",4.038109135877801
329,Mayahuel's Revenge,Coupe,"chinaco blanco tequila, vermut vermouth, giffard banane du brésil, 3 dash bittercube jamaican #2 bitters",Stir in a mixing glass to chill down and serve up in a coupe with a lemon zest garnish.,"chinaco blanco tequila, vermut vermouth, giffard banane du brésil, 3 dash bittercube jamaican #2 bitters,fruity,bitter","bitter, fruity",1.326596514921509
330,Mayan Decadence,Bucket,"chinaco anejo tequila, xtabentun liqueur (honey, anis), 3 dash bittermens xocolatl mole bitters, 3 dash fee brothers aztec chocolate bitters","In a pint glass pour all the ingredients, stir and strain into a bucket glass 3/4 full of ice and garnish with an orange peel.","chinaco anejo tequila, xtabentun liqueur (honey, anis), 3 dash bittermens xocolatl mole bitters, 3 dash fee brothers aztec chocolate bitters,sweet,bitter","bitter, sweet",8.045971241107818
331,Mayan Mule,,"king's ginger liqueur, ancho reyes chile liqueur, montelobos mezcal, aviation gin, grapefruit juice, lime juice, 2 dash bittercube bitters jamaican #2, fever-tree ginger beer","Shake all ingredients. Strain and top with ginger beer. Give it a quick stir. 

Tajin ground ginger and salt rim.","king's ginger liqueur, ancho reyes chile liqueur, montelobos mezcal, aviation gin, grapefruit juice, lime juice, 2 dash bittercube bitters jamaican #2, fever-tree ginger beer,citrus,fruity,bitter","bitter, citrus, fruity",8.696581634531427
332,Mayan Sacrifice Champagne Cocktail,,"chinaco blanco tequila, d'aristi xtabentun honey liqueur","Fill Chinaco stemmed flute with prosecco, cava or other dry sparkling.
Garnish with Luxardo Cherry pinned inside of lemon peel and rested across rim.
The cherry garnish which will be EVER so delicately laid across the top of the glass, should flame in my opinion. You can dip the in high-proof spirits and light it up!
","chinaco blanco tequila, d'aristi xtabentun honey liqueur,sweet",sweet,1.4508802819525315
333,Mean Martinez,Nick & Nora,"old tom gin, lustau east india solera, grand poppy liqueur",Stir over ice and strain into a Nick and Nora glass.,"old tom gin, lustau east india solera, grand poppy liqueur",,0.7177727908836985
334,Merry Sherry Cobbler,,"christmas spirit, oloroso sherry, walnut liqueur, 3 dash regans' orange bitters, 3 dash pear bitters","Mix ingredients together then pour over crushed ice into a Julep tin. Dust with salt, sugar, and cinnamon.","christmas spirit, oloroso sherry, walnut liqueur, 3 dash regans' orange bitters, 3 dash pear bitters,citrus,fruity,bitter","bitter, citrus, fruity",8.746325411916876
335,Mexican Sazerac,Old Fashioned Glass,"chinaco reposado tequila, d'aristi xtabentun honey liqueur, 3 dash peychaud's bitters",Ice: Large block or spherical,"chinaco reposado tequila, d'aristi xtabentun honey liqueur, 3 dash peychaud's bitters,sweet,bitter","bitter, sweet",8.389907236995654
336,Mexico Mule,Julep Cup,"montelobos mezcal, king's ginger liqueur, fresh lime juice, apple cider, monin french raspberry syrup","Chill cup and place a napkin around it. In the base of the cup put everything except the cider and the raspberry syrup and give a brief stir. Add some crushed ice. Stir vigorously. Top with crushed ice. Add cider. Pour raspberry syrup on top. Garnish with cinnamon quill as a stirrer, some small flowers, and a lime wheel.","montelobos mezcal, king's ginger liqueur, fresh lime juice, apple cider, monin french raspberry syrup,citrus,fruity","citrus, fruity",3.5866355687003733
337,Mezcal Witch,Coupe,"mezcal, lime, strega, simple syrup, 3-4  cucumbers muddled, 3-4  mint leaves, 1 pinch salt","shake/2xstrain/coupe

garnish cucumber slice","mezcal, lime, strega, simple syrup, 3-4  cucumbers muddled, 3-4  mint leaves, 1 pinch salt,citrus,sweet","citrus, herbaceous, salty, sweet",4.038698707277732
338,Miami Vice,Cocktail glass,"151 proof rum,pina colada mix,daiquiri mix","First: Mix pina colada with 2.5 oz. of rum with ice(set aside). Second: Mix daiquiri with 2.5 oz. of rum with ice. Third: While frozen, add pina colda mix then daiquiri mix in glass (Making sure they do not get mixed together).","151 proof rum,pina colada mix,daiquiri mix",,2.327652496059802
339,Midnight Mint,Cocktail glass,"bailey's irish cream,white creme de menthe,cream","If available, rim cocktail (Martini) glass with sugar syrup then dip into chocolate flakes or powder. Add ingredients into shaker with ice. Shake well then strain into cocktail glass.","bailey's irish cream,white creme de menthe,cream,floral",floral,1.6228138722239385
340,Mille Miglia,Nick & Nora,"luxardo maraschino liqueur, luxardo sangue morlacco cherry liqueur, 1  basil leaf, lime juice, 5 dash rose water","Add all ingredients in a mixing glass with fresh ice. Shake vigorously and strain into a Nick & Nora glass. Garnish with lime pinwheel and bing cherry.
","luxardo maraschino liqueur, luxardo sangue morlacco cherry liqueur, 1  basil leaf, lime juice, 5 dash rose water,floral,citrus,fruity","citrus, floral, fruity, herbaceous, sweet",3.560458060244609
341,Mint Garden,,"chinaco reposado tequila, luxardo triplum (triple sec), fresh grapefruit juice, lemon juice, simple syrup, 4 pieces red bell pepper, mint sprigs","Muddle red pepper and mint. Add all other ingredients. Shake well over ice and strain into a chilled martini glass.
Garnish with red pepper slice and mint sprig.","chinaco reposado tequila, luxardo triplum (triple sec), fresh grapefruit juice, lemon juice, simple syrup, 4 pieces red bell pepper, mint sprigs,citrus,fruity,sweet","citrus, fruity, herbaceous, sweet",1.8444159490242025
342,Mister Gingy,Collins,"king's ginger liqueur, glenrothes vintage reserve, pineapple gum, lemon juice, 2 dash angostura bitters",Whip / Dump / Crushed,"king's ginger liqueur, glenrothes vintage reserve, pineapple gum, lemon juice, 2 dash angostura bitters,citrus,fruity,bitter","bitter, citrus, fruity",9.534019823185728
343,Miyagikyo Kick,Coupe,"nikka whisky miyagikyo single malt 12 yo, rare wine co. charleston sercial madeira, fresh lime juice, small hands food orgeat","Combine ingredients into a cocktail shaker. 
Shake with ice vigorously for 10-15 seconds. 
Strain into a chilled coupe glass. No garnish.","nikka whisky miyagikyo single malt 12 yo, rare wine co. charleston sercial madeira, fresh lime juice, small hands food orgeat,citrus",citrus,1.6473772847789587
344,Mojito,Highball glass,"light rum,lime,sugar,mint,soda water",Muddle mint leaves with sugar and lime juice. Add a splash of soda water and fill the glass with cracked ice. Pour the rum and top with soda water. Garnish and serve with straw.,"light rum,lime,sugar,mint,soda water,citrus,sweet","citrus, herbaceous, sweet",12.554507956924985
345,Mojito #3,Collins glass,"mint,lemon juice,dark rum,club soda,angostura bitters","Put mint with lemon juice in a glas, mash the mint with a spoon, ice, rum & fill up with club soda. Top it with Angostura.","mint,lemon juice,dark rum,club soda,angostura bitters,citrus,bitter","bitter, citrus, herbaceous",3.860668908225561
346,Monet,Coupe,"h by hine, benriach madeira 15 yo, lemon juice, briottet creme de banane, small hand foods pineapple gum syrup","Shake, fine strain into a chilled coupe. Garnish with lemon twist.","h by hine, benriach madeira 15 yo, lemon juice, briottet creme de banane, small hand foods pineapple gum syrup,citrus,fruity","citrus, fruity",1.7403231152736105
347,Monkey Gland,,"no.3 london dry gin, orange juice, grenadine, 1 dash duplais swiss absinthe blanche",Shaken and strained. Orange peel garnish.,"no.3 london dry gin, orange juice, grenadine, 1 dash duplais swiss absinthe blanche,citrus",citrus,0.9447526207973012
348,Morlacco Julep,,"brandy de jerez, luxardo sangue morlacco cherry liqueur, 4 sprigs mint, 1 float luxardo amaretto di saschira","Place the mint in a tumbler glass and muddle briskly to release the essential oils, then add the cherry liqueur and the brandy. Fill up the glass with crushed ice, stir well and serve with a float of Luxardo Amaretto. Garnish with 4 sprigs of mint and 3 Luxardo Cherries.","brandy de jerez, luxardo sangue morlacco cherry liqueur, 4 sprigs mint, 1 float luxardo amaretto di saschira,fruity","fruity, herbaceous",3.278445400932223
349,Mott and Mulberry,Rocks Glass,"luxardo amaro abano, old overholt rye, demerara simple syrup (1:1), lemon juice, fuji apple cider",Shaker and strain into a rocks glass with fresh ice. Garnish with an Apple Fan.,"luxardo amaro abano, old overholt rye, demerara simple syrup (1:1), lemon juice, fuji apple cider,citrus,fruity,sweet","citrus, fruity, sweet",1.843813622035527
350,Muddled Mission,Coupe,"junipero gin, st. germain, yellow chartreuse, lemon juice, 1  strawberry","In a shaker, gently muddle the strawberry. Add the remaining ingredients and shake with ice. Strain into a coupe. Garnish with strawberry.","junipero gin, st. germain, yellow chartreuse, lemon juice, 1  strawberry,citrus,fruity","citrus, fruity",1.7658904691371964
351,Mule Pigeon,Highball Glass,"pink pigeon rum, 2 dash angostura bitters,  top ginger beer","Add cubed ice to a highball, add 2 dashes of Angostura Bitters, top with ginger beer, garnish with a sprig of basil.","pink pigeon rum, 2 dash angostura bitters,  top ginger beer,bitter",bitter,8.659750168121507
352,Mystique Green (Adapted),,"no.3 london dry gin, luxardo triplum (triple sec), elderflower liqueur, fresh lime juice, .5  kiwi",Muddle the kiwi pulp with lime juice in a shaker tin. Add ice and liquors and shake vigorously. Strain into a chilled cocktail glass.,"no.3 london dry gin, luxardo triplum (triple sec), elderflower liqueur, fresh lime juice, .5  kiwi,citrus,fruity","citrus, fruity",1.8791035860444227
353,Nara Mule,Highball Glass,"2  kumquats, 2  lychee, bulleit rye, king's ginger liqueur, fresh lemon juice, simple syrup, egg white, fever tree ginger beer","Muddle the kumquats and lychee in a cocktail shaker. Add the whiskey, King's Ginger, lemon juice, syrup and white egg, and shake very hard. Double strain into a highball glass filled with ice spheres.","2  kumquats, 2  lychee, bulleit rye, king's ginger liqueur, fresh lemon juice, simple syrup, egg white, fever tree ginger beer,citrus,sweet","citrus, sweet",1.8870640713384053
354,Naughty Nikka,Old Fashioned Glass,"nikka whisky taketsuru pure malt 12 yo, fresh ginger syrup, 1 slice orange slice, 1 dash chinese five spice bitters","Muddle Orange Slice. Add Nikka. Add Ginger Syrup. Stir over Ice. Add bitters. 
","nikka whisky taketsuru pure malt 12 yo, fresh ginger syrup, 1 slice orange slice, 1 dash chinese five spice bitters,citrus,bitter","bitter, citrus",8.54360635871739
355,Negroni,Old Fashioned Glass,"no.3 london dry gin, campari, martini & rossi sweet vermouth",Build the cocktail in a mixing glass. Stir for about 15 seconds and then strain over ice into a old fashioned glass.,"no.3 london dry gin, campari, martini & rossi sweet vermouth",,1.6014070039998316
356,Negroni,Rocks Glass,"no.3 london dry gin, tempus fugit alessio vermouth di torino rosso, luxardo bitter","Pour all ingredients into an ice-filled old-fashioned glass, and stir approximately 20 seconds. Add garnish.","no.3 london dry gin, tempus fugit alessio vermouth di torino rosso, luxardo bitter,bitter",bitter,1.6014070039998316
357,Negroni D'Amore,Old Fashioned Glass,"old tom gin, barolo chinato, tempus fugit kina l'aero d'or","Combine ingredients in an old fashioned glass filled with ice, stir to combine, and garnish with orange peel.","old tom gin, barolo chinato, tempus fugit kina l'aero d'or",,2.122825685877299
358,Negroni Sorbetto,Coupe,"junipero gin, luxardo bitter, tempus fugit alessio vermouth bianco, dry vermouth, 1 scoop orange sorbet, 2 drops bittermens orange cream citrate",Whisk ingredients in birdie (or tin). Pour into coupe glass and top with Prosecco (1 oz). Garnish with dehydrated orange wheel. Spray orange flower from atomizer.,"junipero gin, luxardo bitter, tempus fugit alessio vermouth bianco, dry vermouth, 1 scoop orange sorbet, 2 drops bittermens orange cream citrate,citrus,bitter","bitter, citrus",2.23523731552622
359,Neighborhood Negroni,Cocktail Glass,"junipero gin, campari, tempus fugit alessio vermouth di torino rosso",Add all the ingredients to a mixing glass and fill with ice. Stir until well chilled and strain into a chilled cocktail glass. Garnish with a flamed orange twist.,"junipero gin, campari, tempus fugit alessio vermouth di torino rosso",,1.5707088781653409
360,Neko Colada,Tiki Cat Glass,"miso washed white rhum agricole, cocchi vermouth di torino, falernum, coconut cream, luxardo amaretto di saschira, lime, mandarin orange",Shake and strain into a tiki cat filled with crushed ice.,"miso washed white rhum agricole, cocchi vermouth di torino, falernum, coconut cream, luxardo amaretto di saschira, lime, mandarin orange,citrus,fruity","citrus, fruity",2.677716950958615
361,Nellie Fer' Toddy,Irish Coffee Mug,"blended scotch, king's ginger liqueur, the genuine curacao liqueur orange, fresh lemon juice,  top hot water, 1 dash peychaud's bitters",Build then pour into a pre-heated Irish coffee glass or mug. Top with hot water. Garnish with the orange slice and add a dash of Peychaud's Bitters.,"blended scotch, king's ginger liqueur, the genuine curacao liqueur orange, fresh lemon juice,  top hot water, 1 dash peychaud's bitters,citrus,bitter","bitter, citrus",1.753006342297856
362,New York Lemonade,Cocktail glass,"absolut citron,grand marnier,lemon juice,club soda",Serve in a chilled cocktail glass. Lemon and sugar the rim. Stir and Strain.,"absolut citron,grand marnier,lemon juice,club soda,citrus",citrus,0.9233497273522852
363,Newton's Theory,Coupe,"nikka whisky taketsuru pure malt 12 yo, c. drouin pommeau de normandie, luxardo maraschino liqueur, 4 dash black walnut bitters","Combine all ingredients into a mixing glass and add ice. Stir for about 10 seconds and then strain into a chilled cocktail coupe. Garnish with skewered apple spheres and be thankful you're having a cocktail, and not having an apple shot off your head.","nikka whisky taketsuru pure malt 12 yo, c. drouin pommeau de normandie, luxardo maraschino liqueur, 4 dash black walnut bitters,bitter","bitter, sweet",8.003514182997685
364,Nieux Carré,Old Fashioned Glass,"karlsson's gold vodka, gran duque d alba solera gran reserva brandy, carpano antica vermouth, benedictine, 1 tincture peychaud's bitters, 1 tincture angostura bitters","Combine all liquid ingredients in a chilled mixing glass with cracked ice and stir for 20 seconds.
Double strain the cocktail over a large cube placed in an old-fashioned glass.
Garnish with a lemon twist making sure to release all the essential oils out of the twist. Also make sure to rub the entire rim of the glass with the twist before dropping it into the cocktail.","karlsson's gold vodka, gran duque d alba solera gran reserva brandy, carpano antica vermouth, benedictine, 1 tincture peychaud's bitters, 1 tincture angostura bitters,bitter",bitter,8.003514182997685
365,Nigamono,Double Old Fashioned Glass,"nikka coffey grain whisky, maurin quina, luxardo amaro abano",Stir. Use large ice cube.,"nikka coffey grain whisky, maurin quina, luxardo amaro abano",,1.42948153664881
366,Nikka Coffey Grain Perfect Manhattan,Cocktail Glass,"nikka coffey grain whisky, tempus fugit alessio vermouth di torino rosso, dolin vermouth, 2 dash tempus fugit abbott's bitters","In mixing glass or cocktail shaker filled with ice, combine whiskey, vermouth, and bitters. Stir well, about 20 seconds, then strain into cocktail glass. Add cherry and serve.","nikka coffey grain whisky, tempus fugit alessio vermouth di torino rosso, dolin vermouth, 2 dash tempus fugit abbott's bitters,bitter",bitter,1.7287963952391252
367,Nikka Coffey Malt Old Fashioned,Old Fashioned Glass,"nikka coffey malt whisky, demerara syrup, 4 dash tempus fugit abbott's bitters","In an old fashioned glass, muddle the lemon peel with the bitters and demerara syrup, just enough to bruise the peel and release its oils. Add Coffey Malt and ice, and stir for 20 to 30 seconds, or until well chilled.","nikka coffey malt whisky, demerara syrup, 4 dash tempus fugit abbott's bitters,sweet,bitter","bitter, sweet",1.5027010758617425
368,Nikka Earl Grey,Rocks Glass,"nikka whisky taketsuru pure malt 12 yo, honey, earl grey syrup,   smoked malt",Stir over ice and serve in a rocks glass.,"nikka whisky taketsuru pure malt 12 yo, honey, earl grey syrup,   smoked malt,sweet",sweet,1.4963101190920118
369,No.3 & T,Rocks Glass,"no.3 london dry gin, 1 lemon lemon, 1 fill tonic water",Pour No.3 gin into a highball glass over ice cubes. Add a slice of lemon and stir. Top up with tonic water to taste.,"no.3 london dry gin, 1 lemon lemon, 1 fill tonic water,citrus",citrus,1.9399723336161252
370,No.3 Bramble,Rocks Glass,"no.3 london dry gin, fresh lemon juice, briottet creme de mure (blackberry), pages elderflower syrup, 1 dash angostura bitters (optional)",Shake all ingredients well in cocktail shaker. Strain into ice filled rock glass. Top with soda.,"no.3 london dry gin, fresh lemon juice, briottet creme de mure (blackberry), pages elderflower syrup, 1 dash angostura bitters (optional),citrus,fruity,bitter","bitter, citrus, fruity",1.9435655178914324
371,No.3 Negroni,,"no.3 london dry gin, tempus fugit alessio vermouth di torino rosso, luxardo bitter",Mix all the liquid contents together in a heavy-bottomed tumbler with ice. Stir. Add a slice of orange and lemon zest to decorate.,"no.3 london dry gin, tempus fugit alessio vermouth di torino rosso, luxardo bitter,bitter",bitter,1.6014070039998316
372,Nola '75,Champagne Flute,"junipero gin, pages elderflower syrup, fresh lemon juice,  oz champagne (sparkling wine)","Shake first three ingredients in an ice-filled cocktail shaker. Strain into a chilled serving glass. Top with chilled champagne, or sparkling wine.","junipero gin, pages elderflower syrup, fresh lemon juice,  oz champagne (sparkling wine),citrus",citrus,2.0354708191823807
373,Nuestra Julep,,"high west oat whisky, king's ginger liqueur, peach shrub, lime, 1 dash angostura bitters, 1 dash grapefruit bitters",Add all ingredients together.,"high west oat whisky, king's ginger liqueur, peach shrub, lime, 1 dash angostura bitters, 1 dash grapefruit bitters,citrus,fruity,bitter","bitter, citrus, fruity",8.995475179950656
374,Oaxacan Martini,Coupe,"mezcal, mandarine napoleon, lime juice, castelvetrano olive brine, 3 dash fennel bitters",Shake all ingredients for 10-15 seconds (over shaking will over dilute) and fine strain into chilled coupe glass. Garnish with Xoconostle (sour prickly pear) and a stuffed Castelvetrano olive.,"mezcal, mandarine napoleon, lime juice, castelvetrano olive brine, 3 dash fennel bitters,citrus,herbaceous,bitter","bitter, citrus, herbaceous, salty",9.33563172888214
375,Obituary Cocktail,,"mansinthe absinthe, genevieve gin, tempus fugit alessio extra dry vermouth",Stir with ice. Strain into a cocktail glass.,"mansinthe absinthe, genevieve gin, tempus fugit alessio extra dry vermouth",,0.9134184551464768
376,Ode to Kinshi,Coupe,"nikka whisky yoichi single malt 15 yo, cocchi americano rosa, luxardo amaro abano, 5 dash bittermens xocolatl mole bitters",Place all ingredients into a Yarai mixing glass with ice and stir. Strain into a coupe. Garnish with an apple slice.,"nikka whisky yoichi single malt 15 yo, cocchi americano rosa, luxardo amaro abano, 5 dash bittermens xocolatl mole bitters,bitter",bitter,8.003514182997685
377,Off the Radar,Collins,"junipero gin, lemon juice, luxardo maraschino liqueur, liqueur de violette, 3-tonic water","Add gin, lemon juice, maraschino liqueur, and liqueur de violette to a collins glass filled with ice. Add tonic water; stir to combine. Garnish with a lemon wheel.","junipero gin, lemon juice, luxardo maraschino liqueur, liqueur de violette, 3-tonic water,floral,citrus","citrus, floral, sweet",1.676030352455468
378,Old Fashioned,Old-fashioned glass,"bourbon,angostura bitters,sugar,water","Place sugar cube in old fashioned glass and saturate with bitters, add a dash of plain water. Muddle until dissolved.
Fill the glass with ice cubes and add whiskey.

Garnish with orange twist, and a cocktail cherry.","bourbon,angostura bitters,sugar,water,sweet,bitter","bitter, sweet",9.262093947095488
379,Old Tom and The Sea,,"old tom gin, tempus fugit alessio vermouth bianco, luxardo sangue morlacco cherry liqueur, lemon juice","Combine the ingredients. Shake and strain over ice. Lemon and/or cherry flag garnish.

Add soda water if you'd like to water it down.","old tom gin, tempus fugit alessio vermouth bianco, luxardo sangue morlacco cherry liqueur, lemon juice,citrus,fruity","citrus, fruity",1.3063179970122538
380,On the Flipside,Coupe,"pink pigeon rum, lime juice, simple syrup, 2  mint leaves, muddled, 3  cucumber slices, muddled",Muddle 3-4 cucumber slices and a couple mint leaves. Shake and strain into martini or coupe glass. Garnish with lime or mint or cucumber.,"pink pigeon rum, lime juice, simple syrup, 2  mint leaves, muddled, 3  cucumber slices, muddled,citrus,sweet","citrus, herbaceous, sweet",4.687188677936812
381,On the Wings of Eagles,Rocks Glass,"h by hine, rye whiskey, green chartreuse, 2 dash lemon bitters, 1 splash fernet-branca","Add cognac, rye, Chartreuse and bitters to a mixing glass with ice, and stir until cold. Add splash of fernet to a rocks glass, roll the glass to coat the sides, and discard the excess. Add one large ice cube to the glass, strain the drink over the cube, and garnish with a mint sprig.","h by hine, rye whiskey, green chartreuse, 2 dash lemon bitters, 1 splash fernet-branca,citrus,bitter","bitter, citrus",9.33563172888214
382,Orange Batida,,"2 1/orange juice, 1 1/ypiòca, 1- sugar","Put 1 1/2 ounces, 2 1/2 ounces orange juice, and 1-of sugar in a shaker. Add ice cubes and shake for a few seconds. Put in glass and serve.","2 1/orange juice, 1 1/ypiòca, 1- sugar,citrus,sweet","citrus, sweet",0.9421534611674256
383,Orange Crush,Rocks Glass,glenrothes vintage reserve,Pour over crushed ice with zest. Garnish with an orange peel.,glenrothes vintage reserve,,2.421318224481345
384,Orchard Malt Mule,Collins,"glenrothes vintage reserve, st. elizabeth allspice dram, apple cider, belle brillet, lemon, 2 dash angostura bitters, ginger beer",Shake and 2x strain into a collins glass. Garnish with a lemon wheel and Luxardo Cherry.,"glenrothes vintage reserve, st. elizabeth allspice dram, apple cider, belle brillet, lemon, 2 dash angostura bitters, ginger beer,citrus,fruity,bitter","bitter, citrus, fruity",9.223778576572537
385,P.T. Barnum Cocktail,Martini,"no.3 london dry gin, luxardo apricot liqueur, fresh lemon juice , 1 dash angostura bitters",Shake all ingredients well in cocktail shaker. Strain into chilled martini glass or cocktail coupe.,"no.3 london dry gin, luxardo apricot liqueur, fresh lemon juice , 1 dash angostura bitters,citrus,fruity,bitter","bitter, citrus, fruity",1.9832377501035796
386,Pacific Breeze,Collins,"luxardo triplum (triple sec), watermelon liqueur, cranberry juice,  oz fresh lime sweet n' sour mix",Pour all ingredients in a shaker with ice. Shake and strain over ice into a Collins or Pilsner glass.,"luxardo triplum (triple sec), watermelon liqueur, cranberry juice,  oz fresh lime sweet n' sour mix,citrus,fruity","citrus, fruity",3.7834125198977206
387,Pacific Kick,Old Fashioned Glass,"japanese whisky, amaro angeleno, luxardo orgeat syrup, lemon juice",Fill shaker with ingredients and ice. Shake. Strain into old fashioned or rocks glass filled with ice.,"japanese whisky, amaro angeleno, luxardo orgeat syrup, lemon juice,citrus",citrus,1.733609188051784
388,Padova Collins,,"pear flavored vodka, luxardo limoncello, luxardo sambuca dei cesari, fresh sweet n' sour mix, lemon lime soda",Shake the first four ingredients with ice then strain into a tall glass filled with ice and top with lemon lime soda. Stir and serve.,"pear flavored vodka, luxardo limoncello, luxardo sambuca dei cesari, fresh sweet n' sour mix, lemon lime soda,citrus,fruity","citrus, fruity",3.6914548296253775
389,Palais Royal,Wine Glass,"champagne, h by hine, cherry brandy,  lemon juice",Pour ingredients into a wine glass half-filled with crushed ice. Garnish with a half-slice of lemon and a maraschino cherry.,"champagne, h by hine, cherry brandy,  lemon juice,citrus,fruity","citrus, fruity",1.733609188051784
390,Palermo Breeze,Collins,"luxardo bitter bianco, velvet falernum, lime, passion fruit syrup, belstar sparkling rose",Shake first 4 ingredients and strain into collins. Top with pebble ice. Top with the rose. Garnish with a basil and a lime flower for aromatics.,"luxardo bitter bianco, velvet falernum, lime, passion fruit syrup, belstar sparkling rose,floral,citrus,bitter","bitter, citrus, floral",1.5739822504578846
391,Pants off Dance off,,"barsol perfecto amor (aperitif wine), lime juice, junipero gin, grenadine, 1 dash angostura bitters, 1 drop bittermens burlesque bitters",Shake and top with Anchor Steam.,"barsol perfecto amor (aperitif wine), lime juice, junipero gin, grenadine, 1 dash angostura bitters, 1 drop bittermens burlesque bitters,citrus,bitter","bitter, citrus",1.753006342297856
392,Paradiso Sun,Nick & Nora,"junipero gin, lime sour, orange juice, dry curacao",Add all ingredients in a mixing glass with fresh ice. Shake vigorously and strain into a Nick & Nora glass. Garnish with orange slice and 1 bar spoon juniper berries.,"junipero gin, lime sour, orange juice, dry curacao,citrus",citrus,0.893756724803593
393,Parisian Manhattan,Old Fashioned Glass,"h by hine, cocchi americano rosa, 1 dash angostura bitters, 3 drops bittercube cherry bark vanilla bitters",Stir and pour over ice in an old fashioned glass. Garnish with an orange peel.,"h by hine, cocchi americano rosa, 1 dash angostura bitters, 3 drops bittercube cherry bark vanilla bitters,fruity,bitter","bitter, fruity, sweet",8.827070149493627
394,Party in the Agave Fields,,"mezcal, luxardo triplum (triple sec), luxardo amaro abano, 3 dash tempus fugit abbott's bitters",Stir over 1 large rock. Garnish with zest of an orange peel.,"mezcal, luxardo triplum (triple sec), luxardo amaro abano, 3 dash tempus fugit abbott's bitters,fruity,bitter","bitter, fruity",1.468426751519856
395,Passion Fruit Batida,,"1- sugar, 1 1/ypiòca,   passion fruit","Put 1/2 passion fruit inner part in a blender, 1-of sugar and 50ml ( 1 1/2 ounces) of Ypiòca. Mix for a few seconds. Filter in a glass and serve with ice.","1- sugar, 1 1/ypiòca,   passion fruit,sweet",sweet,8.787934380719008
396,Passionate Pigeon ,Collins,"pink pigeon rum, lychee juice, .5  lime, juiced, 1  passion fruit, 1 float ginger beer","In a mixing glass, combine Pink Pigeon Rum, Lychee Juice and the juice from 1/2 a lime. Add the pulp of one passion fruit (to prep passion fruit: cut in half, setting aside a small slice for garnish and scoop out the pulp and drop both the pulp and peel into the glass). Add ice and shake vigorously. Pour in a tall glass over ice, top with ginger beer.  Garnish with the passion fruit wedge to serve.","pink pigeon rum, lychee juice, .5  lime, juiced, 1  passion fruit, 1 float ginger beer,citrus",citrus,3.859505857490293
397,PB&K Old Fashioned,Rocks Glass,"karlsson's gold vodka, cognac, benedictine, 1 tincture angostura bitters, 1 tincture peychaud's bitters, 1 pc lemon twist, 1 pc orange twist,   peanut butter powder",Wet half of the rim of a 13 oz. rocks glass with Benedictine. Shake off the excess Benedictine to avoid clumping on the rim and dip it into the peanut butter powder. Flick the glass to shake the excess powder off. Place the glass in a cooler to chill the glass. In a frozen mixing glass combine all liquid ingredients with equal parts cracked ice and whole hard ice. Stir the cocktail for 45 seconds. Remove the glass from the cooler and place a 2 in. hard ice cube in it. Double strain the cocktail into the glass. Spritz the cocktail with both of the twists. Make sure to release all the essential oils into the cocktail. Discard the twists.,"karlsson's gold vodka, cognac, benedictine, 1 tincture angostura bitters, 1 tincture peychaud's bitters, 1 pc lemon twist, 1 pc orange twist,   peanut butter powder,citrus,bitter","bitter, citrus",8.995475179950656
398,PDA,,"new york apple whiskey, king's ginger liqueur, lemon, lemongrass ginger syrup, egg white","Muddled ginger root. Shaken, served up, cinnamon stick and apple to garnish.","new york apple whiskey, king's ginger liqueur, lemon, lemongrass ginger syrup, egg white,citrus,fruity","citrus, fruity",1.6470119807450228
399,Peace Daiquiri,Coupe,"pink pigeon rum, luxardo maraschino liqueur, fresh lime juice, simple syrup, fresh grapefruit juice","Add all ingredients into shaking tin. Add ice cubes to tin. Shake vigorously and strain into coupe. Garnish with Luxardo Maraschino Cherry.
","pink pigeon rum, luxardo maraschino liqueur, fresh lime juice, simple syrup, fresh grapefruit juice,citrus,fruity,sweet","citrus, fruity, sweet",4.456702011851717
400,Peach Batida,,"peach juice, 1 1/condensed milk, 1 1/ypiòca ,  sugar","Put 3 ounces of peach juice, 1 1/2 ounces of Ypiòca, 1 1/2 ounces of condensed milk and of sugar in a shaker. Add ice cubes, shake well and serve.","peach juice, 1 1/condensed milk, 1 1/ypiòca ,  sugar,fruity,sweet","fruity, sweet",2.76569538233685
