Cocktail Name,Glass,strIBA,Ingredients,Instructions,floral,citrus,herbaceous,fruity,spicy,sweet,bitter,popularity
Flamenco,Coupe,,"1.5 oz lustau amontillado sherry, 1 oz bols genever, .5 oz orange juice, .5 oz lemon juice, .75 oz luxardo orgeat syrup, 2 dash angostura bitters","Shake all the ingredients with ice, then strain into a coupe. No garnish.",0,1,0,0,0,0,1,
Flaming Lamborghini,Cocktail glass,,"kahlua,sambuca,blue curacao,bailey's irish cream","Pour the Sambuca and Kahlua into the Cocktail Glass and give the drinker a straw. Pour the Baileys and Blue Curacao into two sepsrate shot glasses either side of the cocktail glass. Set light the concotion in the cocktail glass and start to drink through the straw (this drink should be drunk in one) , as the bottom of the glass is reached put out the fire by pouring the Baileys and Blue Curacao into the cocktail glass and keep drinking till it's all gone!!",1,0,0,0,0,0,0,
Flight to Peru,,,"1.5 oz barsol selecto italia pisco, 1 oz fresh grapefruit juice, .25 oz simple syrup, .25 oz luxardo maraschino liqueur, 1 dash chocolate mole bitters",Shake and serve up. Garnish elaborately with a Luxardo Cherry and a grapefruit peel.,0,0,0,1,0,1,1,
Flip and Flight,,,"30 ml pink pigeon rum, 15 ml dry oloroso sherry, 15 oz grenadine, 1 whole egg,   vanilla-salt spray","Dry shake, shake with cubed ice, double strain into chilled glass coated in vanilla-salt solution.",0,0,0,0,0,0,0,
Flip the Bird,Port Glass,,"1.5 oz pink pigeon rum, .75 oz simple syrup, .75 oz cream, .5 oz punt e mes, 1  egg yolk","Shake without ice, to whip and emulsify ingredients until frothy. Add ice to shaker and shake vigorously. Strain into port glass or small fluted glass. Garnish with shaved cinnamon or nutmeg.
",0,0,0,0,0,1,0,
Floral Summer,Martini,,"1.5 oz no.3 london dry gin, .5 oz honey syrup , .75 oz fresh lemon syrup ,   tarragon leaves,   lavender bitters",Shake and strain into a martini glass.,1,1,0,0,0,1,1,
Fortune & Glory,Coupe,,"1.5 oz chinaco reposado tequila, 1 oz lime juice, .5 oz h by hine, .5 oz small hand foods orgeat, .5 oz falernum, 2 dash mole bitters","Shake, strain into a chilled coupe. Garnish with lime wheel.",0,1,0,0,0,0,1,
Fourth Generation,Nick & Nora,,"1.5 oz mezcal, .25 oz luxardo espresso italian liqueur, .75 oz luxardo bitter bianco, 2 dash salted chocolate bitters",Add all ingredients in a mixing glass and stir with ice. Strain into a Nick & Nora coupe. Garnish with a ghost orange twist.,0,0,0,0,0,0,1,
Frankie and Johnnie,,,"1 oz king's ginger liqueur, 1 oz c. drouin pommeau de normandie, .5 oz fresh lemon juice, .5 oz fresh orange juice, 1 dash jerry thomas bitters",Shake and serve up.,0,1,0,0,0,0,1,
French 33,Champagne Flute,,"1.5 oz no.3 london dry gin, .75 oz simple syrup, .75 oz lime juice","Shake with ice, strain into flute, top with sparkling rose and a grapefruit twist.",0,1,0,0,0,1,0,
French 75,Champagne Flute,,".75 oz no.3 london dry gin or h by hine, .75 oz fresh lemon juice, 1 dash simple syrup, 1 float sparkling wine","Mix the gin or cognac, lemon juice and syrup in a cocktail shaker. Pour the contents into a Champagne flute. Top up with Champagne. Add a Luxardo Cherry or a peel of lemon.",0,1,0,0,0,1,0,
French Maid,,,"1.5 oz h by hine, 1 oz house ginger beer, .75 oz lime juice, .75 oz simple syrup, .25 oz john d. taylor's velvet falernum, 3  cucumber wheels, 8  mint leaves, 1  mint sprig","Add the cucumber, mint and simple syrup to a mixing glass and muddle. Add everything else, then shake with ice and strain into a Collins glass filled with ice. Garnish with a mint sprig poking through a cucumber wheel.",0,1,0,0,0,1,0,
French Martini,Cocktail glass,New Era Drinks,"vodka,raspberry liqueur,pineapple juice",Pour all ingredients into shaker with ice cubes. Shake well and strain into a chilled cocktail glass. Squeeze oil from lemon peel onto the drink.,0,0,0,1,0,0,0,6973
Frisco San,Martini,,"1.5 oz nikka whisky taketsuru pure malt 12 yo, .75 oz barsol perfecto amor (aperitif wine), .25 oz benedictine, 1 dash angostura bitters",Stir all ingredients with ice. Strain into a chilled Martini glass. Garnish with a lemon peel.,0,0,0,0,0,0,1,
Full of Bologna,Coupe,,"1 oz c. drouin calvados selection, 1 oz luxardo amaro abano, .75 oz pear watercress puree, .75 oz lemon juice",Shaken and strained into a large coupe. Mint oil is house-made and used as a garnish.,0,1,0,1,0,0,0,
Gagliardo,Cocktail glass,,"peach vodka,lemon juice,galliano,sirup of roses","Shake well and serve in a cocktail glass. This is a home cocktail of American/Internet Bar del Pozzo, Pavia, Italy.",1,1,0,1,0,0,0,
Garrison's New Fashioned,Old Fashioned Glass,,"2 oz garrison brothers flagship bourbon, .5 oz luxardo apricot liqueur, 2 dash australian bitters company aromatic bitters,   lemon peel","Place the lemon peel in an Old Fashioned glass and muddle with bitters. In a mixing glass filled with ice, add the bourbon and apricot liqueur, then strain into the glass. Garnish with cherry and orange slice, and serve over an ice sphere.",0,1,0,1,0,0,1,
Geaux Geaux Cup,,,"1 oz junipero gin, 1 oz maurin quina, .5 oz fresh lemon, .5 oz pages elderflower syrup,  top ginger ale","Shake all ingredients in an ice-filled cocktail shaker. Strain into a chilled serving glass. Top with a splash of ginger ale. Garnish with a cucumber slice, quartered.",0,1,0,0,0,0,0,
Georgia Old Fashioned,,,"2.5 oz nikka coffey grain whisky, .25 oz tippleman's barrel smoked maple syrup, 2 dash regans' orange bitters, 5 dash angostura bitters, 1 disc orange, 1 disc lemon, 1 slice peach","Muddle fruit, bitters and syrup. Add ice (1 large cube if available). Top with Whisky. Long stir.",0,1,0,1,0,0,1,
Gin Made Me Do It,Martini,,"1 oz junipero gin, 1 oz c. drouin calvados selection, 1 oz vermouth del professore, 2 dash angostura bitters, 1 dash st. george absinthe","Build all ingredients in a mixing glass, add ice and stir. Strain into a chilled martini glass and garnish with fresh fennel flowers.",0,0,0,0,0,0,1,
Gin n' Celery,Double Rocks Glass,,"1.5 oz old tom gin, .75 oz lemon juice, .5 oz small hand foods gum syrup, 7 dash celery bitters, 1 oz tonic water, 1 pinch salt","Shake booze, juice and gum. Add bitters and salt to a double rocks glass then add ice. Strain cocktail, top with tonic. Garnish with bitter covered lemon peel.",0,1,0,0,0,0,1,
Gin Rickey,Highball glass,,"gin,grenadine,lemon,soda water,lime",Half-fill a tall glass with ice. Mix the gin and Grenadine together and pour over the ice. Add the lime or lemon juice and top off with soda water. Decorate the glass with lime and/or lemon slices.,0,1,0,0,0,0,0,
Ginger Drop,Martini,,".5 oz king's ginger liqueur, 1.5 oz momokawa organic junmai ginjo sake, .75 oz lemon juice, .5 oz simple syrup",Shake and strain up into cocktail glass.,0,1,0,0,0,1,0,
Ginger Pigeon,,,"1 oz pink pigeon rum, .5 oz luxardo aperitivo, .5 oz simple syrup, .5 oz lemon juice, 1 float ginger beer, 4 pieces chopped pineapple, 3 pieces ginger root","Muddle pineapple and ginger root, lemon juice and simple syrup, then add Aperitivo and rum, shake well, over ice and top up with Ginger beer.",0,1,0,1,0,1,0,
Glimpse of Seduction,,,".75 oz luxardo maraschino liqueur, .75 oz grapefruit flavored vodka, .5 oz fresh lemon juice, 1 float pomegranate liqueur, 2 scoop lemon sorbet",Pour the first four ingredients in a blender and blend until smooth. Serve into a champagne saucer. Top with Pomegranate Liqueur float.,0,1,0,1,0,0,0,
Goat Town Swizzle,Collins,,"1 oz old potrero straight rye whiskey, .5 oz luxardo apricot liqueur, .33 oz luxardo fernet, .75 oz lemon juice, .5 oz homemade orgeat, 4 dash angostura bitters, 3 dash fee bros orange bitters","In a collins glass, add ingredients beginning with orgeat and ending with rye. Fill glass half full with minted crushed ice. Begin ""swizzling"" cocktail with stick until cocktail is blended and ice forms on outside of glass. Top with more minted crushed ice and garnish with lemon and mint.",0,1,0,1,0,0,1,
Gold Rush,Coupe,,"3  basil leaves, 1.5 oz karlsson's gold vodka, .75 oz pineapple juice, .5 oz simple syrup, .5 oz sweet vermouth, .5 oz lime juice , .5 oz egg white, 1 dash angostura bitters","Put basil leaves in mixing glass. Gently muddle the leaves. Add all ingredients except the bitters or ice. Dry shake the cocktail vigorously. Add the ice and shake again vigorously. Double strain into a coupe. Add a few drops of angostura on top, add cracked pepper, slap one single basil leaf on top for garnish.",0,1,0,1,0,1,1,
Gold Spritz,,,"1 oz cocchi americano, 1 oz karlsson's gold vodka, 2 oz club soda",Combine all ingredients in a glass filled with ice and garnish with an orange twist.,0,0,0,0,0,0,0,
Gran Classico Negroni,,,".75 oz tempus fugit gran classico bitter, .75 oz no.3 london dry gin, .75 oz tempus fugit alessio vermouth di torino rosso",Strain into an ice filled glass and garnish with an orange twist.,0,0,0,0,0,0,1,
Green and Gold,Martini,,"750 ml bottle karlsson's gold vodka, 5 sprigs dill, 2 cloves crushed garlic, 1  lemon peel (white pith removed and julienned), 1 tbsp whole peppercorns","Step one: Infuse the vodka
- Transfer ingredients including 750 ml of Karlsson's vodka to a canning jar or glass container. Close the container.
- Shake and rotate every few hours. Let infuse for 24 hours total.
- After 24 hours, strain the vodka through a cheesecloth or nutmilk bag.
- Transfer the vodka to a glass bottle. Store in the refrigerator or freezer until use.

Step two: Make the martini
- Stir 2-3 oz, depending on preference, of the infused vodka with ice.
- Strain into a chilled martini glass.
- Add pickled onions and peppers.",0,1,1,0,0,0,0,
Grey Anchor,,,"2 oz hophead vodka, .75 oz lime juice, .5 oz st. germaine elderflower liqueur, .25 oz luxardo maraschino liqueur, 5 drops bittercube door county hop bitters","Shake, strain, up, garnish.",0,1,0,0,0,0,1,
Grown-Up Shirley Temple,Highball Glass,,"1 oz luxardo cherry syrup (from jar of cherries), .25 oz fresh lemon juice (optional), 6 oz soda water","Fill a highball glass with ice, and build the syrup, lemon juice, and soda water. Stir, and garnish with a Luxardo Maraschino Cherry.",0,1,0,1,0,0,0,
Hanky Panky (Classic),,,"1.5 oz no.3 london dry gin, 1.5 oz tempus fugit alessio vermouth di torino rosso, 2 dash luxardo fernet",Shake ingredients with ice then strain into a chilled cocktail glass.,0,0,0,0,0,0,0,
Hanny's Hot Apple Toddy,Glass Mug,,"1.5 oz luxardo amaretto di saschira, 8 oz apple cider,  oz heavy cream,  oz cinnamon","Fill a 10-oz mug with boiling water. When the mug is hot, pour out the water and add the amaretto and cider. Top with a layer of cream. Grate fresh cinnamon on top as a garnish.",0,0,0,1,0,0,0,
Harms' Way,Coupe,,"1 oz luxardo bitter bianco, 1.25 oz blanco tequila, .25 oz d.o.m benedictine, 1 dash bittermens xocolatl mole bitters","Pour all liquid ingredients into a mixing glass and stir about 55 times for proper dilution and optimal clarity. Strain into a chilled coupe. Twist fresh lemon peel over cocktail for aroma. Garnish with a simple lemon peel, trimmed neatly.",0,0,0,0,0,0,1,
Heard It Through The Grapevine,Nick & Nora,,"1.5 oz h by hine, .75 oz graham's 20 year tawny port, .5 oz tempus fugit kina l'aero d'or, .33 oz velvet falernum, .25 oz benedictine",Combine all ingredients and stir. Pour the mixture into a chilled Nick & Nora glass and garnish with the orange zest.,0,0,0,0,0,0,0,
Heart Breaker,Cocktail Glass,,"1.5 oz bonded rye, .5 oz luxardo amaro abano, .5 oz punt e mes, 7 dash angostura bitters",Pour all ingredients into a mixing glass with ice. Stir to chill and dilute. Strain into a chilled cocktail glass. Express the oil from the twist over the drink and discard.,0,0,0,0,0,0,1,
Hemingway Daiquiri,Coupe,,"1.5 oz pink pigeon rum, .75 oz fresh lime juice, .5 oz fresh grapefruit juice, .5 oz luxardo maraschino liqueur",Shake with ice in a mixing tin and double strain into a chilled cocktail coupe. Garnish with a grapefruit twist.,0,1,0,1,0,0,0,
Hibiscus Pisco Sour,Coupe,,"2 oz barsol primero quebranta pisco, .75 oz lime juice, .75 oz hibiscus/rose syrup, 1  egg white","Dry shake, add ice and shake again. Strain into a coupe glass.",1,1,0,0,0,0,0,
Hidarite,,,"1.5 oz nikka coffey grain whiskey, .75 oz luxardo bitter, .75 oz tempus fugit alessio vermouth di torino rosso, 2 dash chocolate bitters",Chilled. Serve up or on the rocks.,0,0,0,0,0,0,1,
Hippi Hill,Coupe,,"1.5 oz hophead vodka, .75 oz king's ginger liqueur, .5 oz lime juice, .5 oz cranberry juice","Shake, fine strain into chilled coupe. Garnish with lime wheel.",0,1,0,1,0,0,0,
Holland House,Cocktail Glass,,"1 oz genever, 1 oz luxardo maraschino liqueur, .5 oz dry vermouth, .5 oz lemon juice, .5 oz pineapple gomme syrup",Shake. Serve up. Garnish with lemon peel/pineapple.,0,1,0,1,0,0,0,
Honey Basil Smash,Collins,,"1.5 oz english harbour rum 5 yo, .25 oz honey, 3  lime wedges, 4  basil leaves,  top ginger ale","In collins glass, gently muddle honey, lime and basil leaves. Add English Harbour rum and ice and stir. Top with ginger ale.",0,1,0,0,0,1,0,
Hophead Dirty Martini,Martini,,"4 oz hophead vodka, .5 oz olive juice, 1 dash dry vermouth",Combine all ingredients into a mixing glass and add ice. Shake and strain into a martini glass. Garnish with an olive.,0,0,0,0,0,0,0,6973
Hophead Old Fashioned,Bucket,,"2 oz hophead vodka, .25 oz simple syrup, 2 dash angostura bitters, 1 dash fee brothers gin barrel aged bitters","Combine all ingredients into a mixing glass and stir until proper dilution. Strain into a chilled bucket glass over a large ice cube and garnish with a dukes lemon and dukes grapefruit zest.
",0,0,0,0,0,1,1,
Hopped-Up Mary,,,"2 oz hophead vodka, 6 oz tomato juice, 1.5 tsp demitri's bloody mary seasoning, .5 oz fresh lemon juice","Combine all ingredients in a chilled mixing glass, rimmed with sea salt and stir. Add ice. Stir again to mix. Garnish with a cocktail shrimp, lemon zest, fresh ground pepper and a celery stalk.",0,1,0,0,0,0,0,
Hopped-Up Mule,Collins,,"2 oz hophead vodka, .5 oz king's ginger liqueur, .75 oz lime juice,  top ginger beer","Combine Hophead Vodka, Kings Ginger, and lime juice in a Collins glass and fill with ice. Top with ginger beer. Stir. Garnish with a lime wheel.",0,1,0,0,0,0,0,
Hotaling Seaside Shandy,,,"1 oz genevieve gin, 1 bottle lager","Genevieve is Hotaling's interpretation of genever, an ancient and mysterious gin style. The most common way to consume genever has always been straight. If you are planning to set sail for the day, picnic or do something else to enjoy the great outdoors, we recommend throwing a bottle of Genevieve in the freezer the evening before your outing and moving it to the cooler day of. We sip it straight while enjoying a lager. Glassware is dealer's choice, but cordial glasses are elegant and fun.",0,0,0,0,0,0,0,
Hotaling White Manhattan,,,"2 oz christmas spirit, 1 oz tempus fugit alessio vermouth bianco, .25 oz luxardo triplum (triple sec), 1 dash fee brother's orange bitters",Combine ingredients in a mixing glass and stir with ice. Strain and serve up with an orange twist.,0,1,0,1,0,0,1,6972
Huntsman,Rocks Glass,,"2 oz pink pigeon rum, 1 cube brown sugar",Soak brown sugar cube in Angostura and Orange bitters. Muddle soaked sugar cube into a paste in a rocks glass. Pour 2 oz. Pink Pigeon. Add ice and stir. Garnish with an orange peel and Luxardo Cherry.,0,0,0,0,0,1,0,
I'm Only Happy when it Rains,,,"1 1/2 oz old potrero straight rye whiskey, 3/4 oz hirsh pinot noir reduction, 1/4 oz luxardo sangue morlacco cherry liqueur, 3/4 oz lemon juice","Shake, double strain into a Burgundy Glass.",0,1,0,1,0,0,0,
Imperial Cocktail,Cocktail glass,,"lime juice,gin,aperol",Shake with ice and strain into cocktail glass.,0,1,0,0,0,0,0,
Improved Calvados Cocktail,Double Rocks Glass,,"2 oz c. drouin calvados selection, 1 bsp benedictine, 1 bsp green chartreuse, 1 bsp small hand foods gum syrup, 2 dash angostura bitters","Stir to 35 °F, strain into a double rocks glass over an angled ice wedge. Garnish with orange peel.",0,0,0,0,0,0,1,
Improved Whisky Cocktail,Coupe,,"2 oz nikka whisky taketsuru pure malt 12 yo, 1 dash luxardo maraschino liqueur, 1 dash pontarlier anis",Stir and strain into a chilled coupe.,0,0,0,0,0,0,0,
In HINEsight,Old Fashioned Glass,,"1.5 oz h by hine, 1 oz luxardo bitter, .5 oz quady muscat wine",Stir and strain into an old fashioned glass. Large ice cube.,0,0,0,0,0,0,1,
International Mistress,Collins,,"1.5 oz amaro nonino quintessentia, .75 oz lemon juice, .5 oz mezcal, .5 oz small hand foods orgeat, 2 oz soda water","Stir, fine strain into a collins glass over ice. Top with soda. Garnish with grapefruit peel.",0,1,0,0,0,0,0,
IPA Mule,Tin Cup,,"1.5 oz hophead vodka, .5 oz ginger liqueur, .75 oz lime juice, .5 oz pure cane simple syrup, 2 count deschutes fresh squeezed ipa (from tap)","Add all ingredients except beer into shaker tin, shake vigorously for 10 seconds. Add beer in shaker tin then double strain into tin cup. Add mint for garish.",0,1,0,0,0,1,0,
Irish Curdling Cow,Highball glass,,"bailey's irish cream,bourbon,vodka,orange juice","Pour Irish Cream, Vodka, and Bourbon in a glass. Add some ice and mix in the orange juice.",1,1,0,0,0,0,0,
Irish Goodbye,Irish Coffee glass,,"1.5 oz nikka coffey grain whisky, .25 oz absinthe, 4 oz hot coffee, 2-3 oz homemade irish cream","Combine the coffee and whiskey in a preheated cup. Top with Irish cream and pour the absinthe over the back of a spoon to float. Garnish.
",1,0,0,0,0,0,1,
Iron Fist in a Velvet Glove,Nick & Nora,,"1.25 oz lillet rose, .75 oz barsol primero quebranta pisco, .75 oz prata cachaca, .25 oz velvet falernum",Stir with ice and strain into a Nick & Nora glass. Garnish with a grapefruit twist.,1,0,0,0,0,0,0,
Iron Tonic,Coupe,,".75 oz luxardo maraschino liqueur, .75 oz genepy, .75 oz luxardo fernet, .75 oz lime juice, 1 float tonic water","Shake, strain into a chilled coupe, float tonic water.",0,1,0,0,0,0,0,
Italian Margarita,,,"1.5 oz maestro dobel diamante tequila, .5 oz luxardo amaretto di saschira, 1 oz fresh lime juice, .25 oz monin cane syrup",Shaken and served over ice.,0,1,0,0,0,0,0,
Italian Riviera Mojito,Collins,,"1 oz coconut rum, .5 oz funkin passion fruit puree, .5 oz briottet creme de banane, .5 oz fresh squeezed lime, 8 leaves mint leaves","Shake & Dump into Collins Glass, Top with Prosecco, cap with crushed ice. Garnish with Mint Sprig. 
",0,1,0,1,0,0,0,6956
Jalapeño Sour,Double Rocks Glass,,"2 oz chinaco blanco tequila, .5 oz green chartreuse, .5 oz lime juice, 1 oz pineapple juice, .5 oz jalapeño syrup, .5 oz egg white","dryshake/shake/dblrocks

garnish jalapeño slice",0,1,0,1,0,0,0,
Jammie Dodger Fizz,Collins,,"2 oz h by hine, .5 oz tempus fugit creme de noyaux, .5 oz orgeat, .375 oz lemon, .375 oz lime, 1 oz heavy whipping cream, 1  egg white","Combine all ingredients and shake thoroughly without ice for several minutes. Add ice, shake, and strain into a tall collins glass. Top with soda and garnish with an orange wheel.",0,1,0,0,0,0,0,
Japanese Cocktail,Cocktail Glass,,"2 oz h by hine, .5 oz luxardo orgeat syrup, 3 dash angostura bitters","Fill a mixing glass half full with ice. Add cognac, orgeat, and bitters. Stir well. Strain into chilled cocktail glass. Twist lemon peel over the drink and drop in as a garnish.",0,0,0,0,0,0,1,
Japonais No.3,Highball Glass,,"1.5 oz no.3 london dry gin, 1 oz king's ginger liqueur, 1 oz orange juice, 1 dash simple syrup, 2  cucumber slices, muddled, 2  raspberries, muddled","Muddle two cucumber slices, two raspberries and simple syrup in a highball, add ice. Shake gin, ginger liqueur and orange juice with ice. Strain into highball glass.  Garnish with a candied ginger stick.",0,1,0,0,0,1,0,
Jitterbug,Cocktail Glass,,"gin,vodka,grenadine,lime juice,sugar,sugar syrup,soda water","Wet glass, dip rim in sugar. Then add Ice. Then add everything else. It's that simple!",0,1,0,0,0,1,0,
Julia's Child,Cocktail Glass,,"1 oz broker's gin, 1 oz karlsson's gold vodka, 2 oz celery root puree, .5 oz fresh lemon juice, .75 oz simple syrup, 3 dash apple bitters, 1 dash angostura bitters","Add all ingredients to a shaker and shake with ice, then double strain into a cocktail glass. Garnish with a celery leaf.",0,1,0,1,0,1,1,
Juniperotivo,Cocktail Glass,,"1.5 oz junipero gin, .5 oz simple syrup, .5 oz lime juice, .25 oz pomegranate syrup, 4 large mint leaves","In mixing glass, using a spoon, crush 2 mint leaves in the simple syrup, and add gin, lime juice and pomegranate syrup. Pour into ice-filled shaker. Shake well and strain into chilled cocktail glass. Float remaining 2 mint leaves for garnish.",0,1,0,0,0,1,0,
Kanazawa,Cocktail Glass,,"2 oz nikka coffey grain whisky, .75 oz dry vermouth, .25 oz luxardo amaro abano, 1 bsp luxardo maraschino liqueur, 1 dash angostura bitters","Stir all ingredients until well chilled, and strain into a chilled cocktail glass.
Garnish with an orange peel with oils squeeze over cocktail.",0,0,0,0,0,0,1,
Karlsson's Mule,Copper mug,,"1.5 oz karlsson's gold vodka, .25 oz lime juice , 3 oz ginger beer","Add vodka and lime juice to drinking glass, add ice, and top with ginger beer. Garnish with a lime.",0,1,0,0,0,0,0,
Karlsson's Old Fashioned,,,"2 oz karlsson's gold vodka, 1 cube brown sugar, 1 splash bitter","Put a brown sugar cube at the bottom of a frosted glass.
Add a splash of bitter and muddle the sugar.
Add Karlsson's Gold Vodka and stir with ice.
Add lemon and orange peels (which you can burn for added flavor).",0,0,0,0,0,1,1,
Karlsson's Winter Punch,,,"750 ml bottle karlsson's gold vodka, 5 oz pomegranate juice, 9 oz cranberry juice, 9 oz aperol, 4 oz simple syrup (equal parts sugar and water), 3  star anise, 5  cloves, 4  allspice berries, 3  cinnamon sticks, 2 oz orange peel","Toast spices and set aside. Bring cranberry juice to a simmer. Tie the spices and orange peel in cheesecloth and add them to the cranberry juice. Let this simmer for about 30 minutes. Remove the spice sachet and add the other liquid ingredients. Serve warm or chilled with orange wheels as a garnish. (The magic of punches is that you can adjust them to your liking as you make them, so please play around with different juices and proportions.)",0,1,1,1,0,1,0,
Kay Pacha Mi Pacha,Martini,,"1.5 oz barsol supremo moste verde italia pisco, .5 oz no.3 london dry gin, .5 oz luxardo maraschino liqueur, .5 oz lemon juice, 2 dash angostura orange bitters",Shake all ingredients with ice. Double strain into a chilled Martini glass. Garnish with a Luxardo Maraschino cherry.,0,1,0,0,0,0,1,
Kentucky Likker,Old Fashioned Glass,,"1.5 oz hirsch small batch reserve bourbon, 1 oz luxardo amaro abano, 2 dash orange bitters, 1 splash club soda","Pour the ingredients in an old fashioned glass, then fill up with ice and stir well before serving.",0,1,0,0,0,0,1,
Kentucky Mai Tai,Highball Glass,,"1 oz mezcal, 1 oz bourbon, .5 oz lemon, .5 oz peche de vigne, .5 oz cynar, .5 oz orgeat, 4 dash angostura bitters","Shake, strain over crushed ice in a highball. Garnish with a mint sprig and a cherry.",0,1,0,0,0,0,1,5761
Kick the Pigeon,Champagne Flute,," oz pink pigeon rum,  oz st. germaine elderflower liqueur,  oz lemon ,  oz vanilla syrup,  oz prosecco",Build and serve in a champagne flute.,1,1,0,0,0,0,0,
Kind of Fancy,Canadian Glencairn Glass,,"1.5 oz h by hine, .75 oz wild turkey 101 rye, .5 oz bin 27 port, .25 oz yellow chartreuse, 2 dash mole bitters",Stir ingredients with ice and strain into Canadian Glencairn glass.,0,0,0,0,0,0,1,
King's Medicine,Coupe,,"1.5 oz king's ginger liqueur, .75 oz lemon juice, .5 oz luxardo fernet, .25 oz benriach curiositas single malt 10 yo","Shake, strain into a chilled coupe. Garnish with lemon twist.",0,1,0,0,0,0,0,
King's Snap the Chocolate Out of You,Rocks Glass,,"1 oz king's ginger liqueur, 1.5 oz homemade milk chocolate, .75 oz hazelnut cinnamon syrup,  oz marshmallow whip cream,  oz ginger snaps",Add all ingredients except the whip cream and ginger snap. Shake and double into a rocks glass with no ice. Top with marshmallow whip cream. Garnish with Ginger snap crumbles.,0,0,0,0,0,0,0,
King's Toddy,Mug,,"1 oz no.3 london dry gin, .75 oz lemon juice, .5 oz king's ginger liqueur, .5 oz clover honey syrup","Combine ingredients into a hot mug, top with hot water and garnish with a rough orange twist.",0,1,1,0,0,1,0,
Kir,,,"1 part briottet creme de cassis, 4 part chilled dry white wine","Add room temperature Creme de Cassis to the glass first, followed by the wine.",0,0,0,0,0,0,0,6967
Kir Royale,,,"1 part briottet creme de cassis, 4 part chilled dry champagne","Add room temperature Creme de Cassis to the glass first, followed by the Champagne.",0,0,0,0,0,0,0,6967
Kiss,Martini,,"2 oz gin, .75 oz sweet vermouth, .75 oz dubonnet rouge, .25 oz luxardo maraschino liqueur","Add all the ingredients to a mixing glass and fill with ice. Stir, and strain into a martini glass. Garnish with an apple slice.",0,0,0,0,0,0,0,
Kiss Of Persuasion,Coupe,,"1 oz luxardo maraschino liqueur, 1 oz honey-pear liqueur, .5 oz heavy cream,  oz pinch of cardamom,  oz dehydrated pear slice",Pre-mix the liquors together and keep refrigerated. Serve 2 oz. neat into a small coupe glass. Float the fresh cream on top.,0,0,0,1,0,1,0,
Knockemdown Key,,,"2 oz english harbour rum, .5 oz briottet creme de banane, .25 oz luxardo maraschino liqueur, .5 oz lime juice, 1 bsp rich simple syrup",Shake and strain into small cocktail glass.,0,1,0,0,0,1,0,
Kumquat Smash,,,"1 oz luxardo triplum (triple sec), 1 oz ypioca brasilizar cachaca prata classica, .5 oz luxardo sour cherry syrup (previously amarena), 5  kumquats, 1 float mango flavored rum",Muddle the fruit with syrup in a mixing glass. Add ice and shake vigorously. Pour all ingredients(do not strain) in a tumbler glass. Add a float of Mango flavored Rum.,0,0,0,1,0,0,0,
L.E.S. Is More,Highball Glass,,"1.5 oz karlsson's gold vodka, .75 oz esprit de june, .5 oz fresh lemon juice, .5 oz simple syrup","Combine all liquid ingredients in a highball or Collins glass with ice.
Stir lightly and garnish with a lemon twist making sure to release all the essential oils out of the twist. Also make sure to rub the entire rim of the glass with the twist before dropping it into the cocktail.",0,1,0,0,0,1,0,
L'Aviation,Martini,,"1.5 oz no.3 london dry gin, 0.5 oz luxardo maraschino liqueur, 0.5 oz tempus fugit liqueur de violettes, .75 oz fresh lemon juice",Place ingredients in a shaker with ice and shake hard for seven seconds. Double strain into a chilled martini glass and garnish with lemon peel.,1,1,0,0,0,0,0,
La Capilla,Double Rocks Glass,,"1.5 oz mezcal, .75 oz pierre ferrand curaçao, .5 oz gordy’s cocktail pickle brine, 1 oz watermelon juice, .5 oz fresh grapefruit juice, .5 oz fresh lime juice","Pour ingredients in a shaker tin, add ice and shake well. 

Fine strain the drink into a double rocks glass filled with ice.
 
Balance a small watermelon triangle on top of the glass. Grate fresh lime zest on top using a microplane, and then sprinkle with Maldon salt.",0,1,0,1,0,0,0,
La Chiara,Collins,,"1 oz luxardo bitter bianco, 1 oz barsol primero quebranta pisco, 2 oz fever-tree indian tonic, 1 dash luxardo maraschino liqueur",Build spirits in a tall glass over clear ice. Top with 4 oz tonic and garnish with a lemon twist curled into a flower if you're feeling fancy.,0,0,0,0,0,0,1,
La Hops Vie,Martini,,"2 oz hophead vodka, .75 oz fresh lemon juice, .75 oz fresh grapefruit juice, .5 oz simple syrup,   gin barrel aged orange bitters,   fresh basil leaves","Combine all ingredients in a shaker and shake until proper dilution. Double strain into a chilled martini or coupe glass and garnish with 2 fresh basil leaves that have been lightly ""spanked"" to release aromatics.",0,1,0,1,0,1,1,
La La Land,Old Fashioned Glass,,"1.5 oz karlsson's gold vodka, .5 oz aperol, .5 oz raspberry/white pepper syrup, .5 oz fresh lemon juice, .5 oz fresh cucumber juice, 4-5 pc fresh mint, 2 dashes celery bitters","In a mixing glass muddle mint, add all other ingredients and ice, shake, fine strain into a double old fashioned glass over fresh cracked ice. Garnish with cucumber slices and raspberries.",0,1,0,1,0,0,1,
La Madrugada,Coupe,,"1.5 oz barsol perfecto amor (aperitif wine), .5 oz lemon juice, .5 oz luxardo amaro abano, .25 oz luxardo maraschino liqueur",Combine all ingredients in a mixing glass and add ice. Shake well and double strain and serve into a coupe.,0,1,0,0,0,0,0,
